contestant_id,season_idx,weeks_participated,placement,celebrity_name,week_str,judge_score,week_idx,obs_id,estimated_strength,fan_votes
164,13,10,3,113,week6_percentage,0.119363395,5,1068,15.22229131,1.709160676
166,13,7,7,13,week6_percentage,0.114058355,5,1069,14.77090512,1.724108069
168,13,10,1,146,week6_percentage,0.143236074,5,1070,17.38688081,1.63939567
170,13,8,6,251,week6_percentage,0.122015915,5,1071,15.6897672,1.716884064
159,13,9,5,109,week7_percentage,0.135869565,6,1072,14.75056284,1.537515292
160,13,10,2,294,week7_percentage,0.163043478,6,1073,19.2137076,1.571104794
163,13,10,4,7,week7_percentage,0.173913043,6,1074,21.12421184,1.573599411
164,13,10,3,113,week7_percentage,0.14673913,6,1075,16.5587226,1.560845773
166,13,7,7,13,week7_percentage,0.092391304,6,1076,9.527889299,1.469662429
168,13,10,1,146,week7_percentage,0.157608696,6,1077,17.31958201,1.513469243
170,13,8,6,251,week7_percentage,0.130434783,6,1078,14.87164683,1.591841189
159,13,9,5,109,week8_percentage,0.154340836,7,1079,16.00676579,1.462392718
160,13,10,2,294,week8_percentage,0.186495177,7,1080,21.09236555,1.465246768
163,13,10,4,7,week8_percentage,0.180064309,7,1081,20.14002458,1.473653842
164,13,10,3,113,week8_percentage,0.167202572,7,1082,17.97670886,1.46923995
168,13,10,1,146,week8_percentage,0.176848875,7,1083,18.50049462,1.416046765
170,13,8,6,251,week8_percentage,0.135048232,7,1084,11.70510966,1.313234066
159,13,9,5,109,week9_percentage,0.180851064,8,1085,14.83625076,1.161337413
160,13,10,2,294,week9_percentage,0.195035461,8,1086,21.2913411,1.402114401
163,13,10,4,7,week9_percentage,0.209219858,8,1087,23.67983974,1.387988072
164,13,10,3,113,week9_percentage,0.209219858,8,1088,23.2234889,1.36852825
168,13,10,1,146,week9_percentage,0.205673759,8,1089,21.78859921,1.334863367
160,13,10,2,294,week10_percentage,0.256410476,9,1090,31.56519856,1.274689806
163,13,10,4,7,week10_percentage,0.24786346,9,1091,29.53268416,1.280711042
164,13,10,3,113,week10_percentage,0.239315589,9,1092,26.92446475,1.260834911
168,13,10,1,146,week10_percentage,0.256410476,9,1093,29.66503286,1.212603613
171,14,4,10,278,week1_percentage,0.08203125,0,1094,20.18376767,2.308292517
172,14,8,7,34,week1_percentage,0.0859375,0,1095,23.28565807,2.418080674
173,14,9,6,85,week1_percentage,0.09375,0,1096,24.11506164,2.386738098
174,14,10,5,164,week1_percentage,0.08203125,0,1097,21.91415153,2.390546429
175,14,11,2,62,week1_percentage,0.09375,0,1098,25.25719733,2.433012645
176,14,11,1,10,week1_percentage,0.10546875,0,1099,27.79861108,2.429375222
177,14,2,12,150,week1_percentage,0.06640625,0,1100,19.14726345,2.388256716
178,14,11,4,26,week1_percentage,0.0703125,0,1101,20.74568884,2.435264592
179,14,5,9,54,week1_percentage,0.0859375,0,1102,22.10083651,2.365858497
180,14,7,8,215,week1_percentage,0.08984375,0,1103,24.75952046,2.446282341
181,14,11,3,111,week1_percentage,0.08984375,0,1104,24.99236709,2.455642722
182,14,3,11,27,week1_percentage,0.0546875,0,1105,17.08579224,2.373856491
171,14,4,10,278,week2_percentage,0.071428571,1,1106,16.57641917,2.201429939
172,14,8,7,34,week2_percentage,0.086466165,1,1107,19.88566502,2.255752891
173,14,9,6,85,week2_percentage,0.093984962,1,1108,20.65683725,2.229952631
174,14,10,5,164,week2_percentage,0.090225564,1,1109,20.01693279,2.230408568
175,14,11,2,62,week2_percentage,0.097744361,1,1110,22.23997764,2.271873969
176,14,11,1,10,week2_percentage,0.090225564,1,1111,20.81640325,2.269571305
177,14,2,12,150,week2_percentage,0.067669173,1,1112,12.2013152,1.926916304
178,14,11,4,26,week2_percentage,0.078947368,1,1113,19.23887,2.286533986
179,14,5,9,54,week2_percentage,0.093984962,1,1114,20.14233318,2.204729995
180,14,7,8,215,week2_percentage,0.07518797,1,1115,18.81620816,2.296243657
181,14,11,3,111,week2_percentage,0.090225564,1,1116,21.3604417,2.295370703
182,14,3,11,27,week2_percentage,0.063909774,1,1117,16.61305885,2.267485352
171,14,4,10,278,week3_percentage,0.062745098,2,1118,13.52741663,2.07190489
172,14,8,7,34,week3_percentage,0.105882353,2,1119,19.78163956,2.085631191
173,14,9,6,85,week3_percentage,0.098039216,2,1120,18.17246964,2.067386482
174,14,10,5,164,week3_percentage,0.094117647,2,1121,17.61775445,2.069686719
175,14,11,2,62,week3_percentage,0.101960784,2,1122,19.49767148,2.104472884
176,14,11,1,10,week3_percentage,0.094117647,2,1123,18.22486912,2.103566644
178,14,11,4,26,week3_percentage,0.094117647,2,1124,18.37709069,2.111884365
179,14,5,9,54,week3_percentage,0.101960784,2,1125,18.27894658,2.039927778
180,14,7,8,215,week3_percentage,0.098039216,2,1126,19.14746002,2.119648758
181,14,11,3,111,week3_percentage,0.08627451,2,1127,17.63328735,2.137169698
182,14,3,11,27,week3_percentage,0.062745098,2,1128,10.59889654,1.827936319
171,14,4,10,278,week4_percentage,0.075949367,3,1129,10.0868689,1.66629397
172,14,8,7,34,week4_percentage,0.088607595,3,1130,15.08926534,1.961552953
173,14,9,6,85,week4_percentage,0.113924051,3,1131,17.85823487,1.915053893
174,14,10,5,164,week4_percentage,0.101265823,3,1132,16.09021729,1.918290727
175,14,11,2,62,week4_percentage,0.113924051,3,1133,18.58228273,1.954797737
176,14,11,1,10,week4_percentage,0.113924051,3,1134,18.5070985,1.950743512
178,14,11,4,26,week4_percentage,0.088607595,3,1135,15.32692652,1.97718055
179,14,5,9,54,week4_percentage,0.101265823,3,1136,15.84055054,1.902652404
180,14,7,8,215,week4_percentage,0.101265823,3,1137,17.0177642,1.974337009
181,14,11,3,111,week4_percentage,0.101265823,3,1138,17.11946353,1.980295291
172,14,8,7,34,week5_percentage,0.114893617,4,1139,16.32896897,1.817296645
173,14,9,6,85,week5_percentage,0.110638298,4,1140,15.53447274,1.803552451
174,14,10,5,164,week5_percentage,0.093617021,4,1141,14.07302392,1.849290507
175,14,11,2,62,week5_percentage,0.119148936,4,1142,17.16821609,1.831280679
176,14,11,1,10,week5_percentage,0.110638298,4,1143,16.0351044,1.835271191
178,14,11,4,26,week5_percentage,0.10212766,4,1144,15.25909718,1.857936649
179,14,5,9,54,week5_percentage,0.119148936,4,1145,10.85274825,1.372639283
180,14,7,8,215,week5_percentage,0.114893617,4,1146,16.75385245,1.842984105
181,14,11,3,111,week5_percentage,0.114893617,4,1147,16.92790594,1.853319375
172,14,8,7,34,week6_percentage,0.134199599,5,1148,16.34171098,1.65413572
173,14,9,6,85,week6_percentage,0.138527752,5,1149,16.55761201,1.630507406
174,14,10,5,164,week6_percentage,0.121212108,5,1150,14.25987748,1.628150866
175,14,11,2,62,week6_percentage,0.116883089,5,1151,14.42229387,1.676237045
176,14,11,1,10,week6_percentage,0.138528185,5,1152,17.21208838,1.66926974
178,14,11,4,26,week6_percentage,0.103896031,5,1153,12.88543604,1.673841977
180,14,7,8,215,week6_percentage,0.12987058,5,1154,16.27839957,1.687014782
181,14,11,3,111,week6_percentage,0.116882656,5,1155,14.70064769,1.69535708
172,14,8,7,34,week7_percentage,0.128668172,6,1156,14.26021143,1.564859493
173,14,9,6,85,week7_percentage,0.121896163,6,1157,13.38359572,1.558922003
174,14,10,5,164,week7_percentage,0.119638826,6,1158,13.19385443,1.563812064
175,14,11,2,62,week7_percentage,0.133182844,6,1159,15.01837592,1.578323439
176,14,11,1,10,week7_percentage,0.133182844,6,1160,14.8882911,1.569623999
178,14,11,4,26,week7_percentage,0.112866817,6,1161,13.10950901,1.614904752
180,14,7,8,215,week7_percentage,0.121896163,6,1162,9.671732997,1.234099782
181,14,11,3,111,week7_percentage,0.128668172,6,1163,14.77885588,1.600583752
172,14,8,7,34,week8_percentage,0.140625,7,1164,10.09646491,1.118037624
173,14,9,6,85,week8_percentage,0.130208333,7,1165,13.16872939,1.472152678
174,14,10,5,164,week8_percentage,0.145833333,7,1166,14.45722206,1.432818632
175,14,11,2,62,week8_percentage,0.15625,7,1167,16.21209804,1.458926897
176,14,11,1,10,week8_percentage,0.145833333,7,1168,14.99678302,1.469460256
178,14,11,4,26,week8_percentage,0.125,7,1169,13.23234037,1.5211992
181,14,11,3,111,week8_percentage,0.15625,7,1170,16.51403681,1.477379874
173,14,9,6,85,week9_percentage,0.177777778,8,1171,11.50493591,0.933137501
174,14,10,5,164,week9_percentage,0.171428571,8,1172,16.39353987,1.341164344
175,14,11,2,62,week9_percentage,0.184126984,8,1173,18.59747415,1.359471422
176,14,11,1,10,week9_percentage,0.161904762,8,1174,15.90783523,1.391962267
178,14,11,4,26,week9_percentage,0.133333333,8,1175,13.82715105,1.494405149
181,14,11,3,111,week9_percentage,0.171428571,8,1176,17.31027049,1.395576989
174,14,10,5,164,week10_percentage,0.185714286,9,1177,13.47260091,1.023624809
175,14,11,2,62,week10_percentage,0.214285714,9,1178,22.06529009,1.274352003
176,14,11,1,10,week10_percentage,0.225714286,9,1179,23.99325825,1.261070884
178,14,11,4,26,week10_percentage,0.171428571,9,1180,16.84749276,1.368478844
181,14,11,3,111,week10_percentage,0.202857143,9,1181,20.74308426,1.309607319
175,14,11,2,62,week11_percentage,0.259096554,10,1182,29.66407091,1.189761769
176,14,11,1,10,week11_percentage,0.273653836,10,1183,33.18074142,1.178178484
178,14,11,4,26,week11_percentage,0.222707717,10,1184,21.68731019,1.185556246
181,14,11,3,111,week11_percentage,0.244541893,10,1185,26.75556284,1.210161677
183,15,2,10,28,week1_percentage,0.057251908,0,1186,17.89425051,2.398312465
184,15,8,6,66,week1_percentage,0.091603053,0,1187,24.00925267,2.400572041
185,15,10,4,118,week1_percentage,0.080152672,0,1188,22.9409999,2.452291863
186,15,10,3,40,week1_percentage,0.095419847,0,1189,25.2021654,2.416651537
187,15,2,11,250,week1_percentage,0.076335878,0,1190,21.74481874,2.431152815
188,15,1,12,76,week1_percentage,0.06870229,0,1191,14.04702678,2.059010362
189,15,9,5,45,week1_percentage,0.103053435,0,1192,27.38307854,2.434824589
190,15,10,2,12,week1_percentage,0.091603053,0,1193,24.64110342,2.426548676
191,15,10,1,191,week1_percentage,0.091603053,0,1194,25.14671688,2.446860102
192,15,6,8,81,week1_percentage,0.080152672,0,1195,22.49427421,2.432626962
193,15,5,9,61,week1_percentage,0.083969466,0,1196,22.81163956,2.414225939
194,15,7,7,211,week1_percentage,0.080152672,0,1197,22.17462925,2.418314975
183,15,2,10,28,week2_percentage,0.06147541,1,1198,13.03045285,2.045257382
184,15,8,6,66,week2_percentage,0.098360656,1,1199,21.93368693,2.252772774
185,15,10,4,118,week2_percentage,0.102459016,1,1200,23.48318058,2.286231428
186,15,10,3,40,week2_percentage,0.086065574,1,1201,20.55875255,2.292442239
187,15,2,11,250,week2_percentage,0.086065574,1,1202,14.54793487,1.946604544
189,15,9,5,45,week2_percentage,0.102459016,1,1203,23.31291909,2.278954657
190,15,10,2,12,week2_percentage,0.098360656,1,1204,22.41521462,2.274489054
191,15,10,1,191,week2_percentage,0.102459016,1,1205,23.51231863,2.287471464
192,15,6,8,81,week2_percentage,0.086065574,1,1206,20.62781734,2.295795995
193,15,5,9,61,week2_percentage,0.090163934,1,1207,20.85811184,2.272096286
194,15,7,7,211,week2_percentage,0.086065574,1,1208,20.43391642,2.286351564
184,15,8,6,66,week3_percentage,0.115755627,2,1209,20.88679699,2.056153155
185,15,10,4,118,week3_percentage,0.115755627,2,1210,21.91339218,2.104133881
186,15,10,3,40,week3_percentage,0.102893891,2,1211,19.07174902,2.074462288
189,15,9,5,45,week3_percentage,0.115755627,2,1212,21.85245145,2.101349026
190,15,10,2,12,week3_percentage,0.115755627,2,1213,21.59968135,2.089714479
191,15,10,1,191,week3_percentage,0.125401929,2,1214,23.91585532,2.109663879
192,15,6,8,81,week3_percentage,0.096463023,2,1215,18.15082215,2.079579134
193,15,5,9,61,week3_percentage,0.112540193,2,1216,20.52464714,2.065966941
194,15,7,7,211,week3_percentage,0.099678457,2,1217,18.46093376,2.069215527
184,15,8,6,66,week4_percentage,0.107744108,3,1218,16.73473819,1.90255418
185,15,10,4,118,week4_percentage,0.117845118,3,1219,19.22521001,1.955514994
186,15,10,3,40,week4_percentage,0.094276094,3,1220,15.25446948,1.924306612
189,15,9,5,45,week4_percentage,0.111111111,3,1221,17.99290622,1.946453427
190,15,10,2,12,week4_percentage,0.114478114,3,1222,18.41123644,1.940845359
191,15,10,1,191,week4_percentage,0.131313131,3,1223,21.51065973,1.953474596
192,15,6,8,81,week4_percentage,0.111111111,3,1224,17.66583259,1.928108259
193,15,5,9,61,week4_percentage,0.104377104,3,1225,16.47445272,1.91547
194,15,7,7,211,week4_percentage,0.107744108,3,1226,16.98107172,1.917166785
184,15,8,6,66,week5_percentage,0.121118012,4,1227,16.62216813,1.782237304
185,15,10,4,118,week5_percentage,0.124223602,4,1228,17.80942171,1.824855899
186,15,10,3,40,week5_percentage,0.108695652,4,1229,15.45943134,1.815206511
189,15,9,5,45,week5_percentage,0.114906832,4,1230,16.47109965,1.825850968
190,15,10,2,12,week5_percentage,0.114906832,4,1231,16.31861967,1.816550426
191,15,10,1,191,week5_percentage,0.111801242,4,1232,16.22398571,1.837106201
192,15,6,8,81,week5_percentage,0.086956522,4,1233,13.65903469,1.875991004
193,15,5,9,61,week5_percentage,0.105590062,4,1234,10.60302335,1.464498257
194,15,7,7,211,week5_percentage,0.111801242,4,1235,15.70959593,1.804887187
184,15,8,6,66,week6_percentage,0.127659574,5,1236,15.61368952,1.664099038
185,15,10,4,118,week6_percentage,0.124113475,5,1237,15.80796875,1.706577611
186,15,10,3,40,week6_percentage,0.113475177,5,1238,14.48393858,1.709441229
189,15,9,5,45,week6_percentage,0.127659574,5,1239,16.18757042,1.700194663
190,15,10,2,12,week6_percentage,0.134751773,5,1240,16.8475749,1.679932741
191,15,10,1,191,week6_percentage,0.141843972,5,1241,18.09107284,1.690919663
192,15,6,8,81,week6_percentage,0.113475177,5,1242,10.54047618,1.391623624
194,15,7,7,211,week6_percentage,0.117021277,5,1243,14.72718092,1.695983224
184,15,8,6,66,week7_percentage,0.14229249,6,1244,15.87704008,1.556566425
185,15,10,4,118,week7_percentage,0.138339921,6,1245,16.01511112,1.598789201
186,15,10,3,40,week7_percentage,0.146245059,6,1246,16.50656172,1.561886258
189,15,9,5,45,week7_percentage,0.140316206,6,1247,16.15850603,1.590921025
190,15,10,2,12,week7_percentage,0.148221344,6,1248,16.91710691,1.569671573
191,15,10,1,191,week7_percentage,0.154150198,6,1249,17.96232398,1.579276513
194,15,7,7,211,week7_percentage,0.130434783,6,1250,11.16093174,1.304804151
184,15,8,6,66,week8_percentage,0.168141593,7,1251,12.74641378,1.117439064
185,15,10,4,118,week8_percentage,0.159292035,7,1252,17.40678552,1.504197136
186,15,10,3,40,week8_percentage,0.159292035,7,1253,17.09992666,1.486411209
189,15,9,5,45,week8_percentage,0.17699115,7,1254,19.44384775,1.464571845
190,15,10,2,12,week8_percentage,0.17699115,7,1255,19.31623148,1.457986888
191,15,10,1,191,week8_percentage,0.159292035,7,1256,17.41295301,1.504551388
185,15,10,4,118,week9_percentage,0.19895288,8,1257,21.9716161,1.400299757
186,15,10,3,40,week9_percentage,0.188481675,8,1258,20.42305413,1.416131203
189,15,9,5,45,week9_percentage,0.19895288,8,1259,15.9127904,1.077671545
190,15,10,2,12,week9_percentage,0.204188482,8,1260,22.63009535,1.38536973
191,15,10,1,191,week9_percentage,0.209424084,8,1261,23.60829236,1.383227822
185,15,10,4,118,week10_percentage,0.252907565,9,1262,30.35515007,1.26534653
186,15,10,3,40,week10_percentage,0.226742969,9,1263,23.64303554,1.237631306
190,15,10,2,12,week10_percentage,0.258720951,9,1264,31.44112278,1.251131381
191,15,10,1,191,week10_percentage,0.261628515,9,1265,32.77668924,1.268042056
195,16,7,8,16,week1_percentage,0.067204301,0,1266,19.81733024,2.415876904
196,16,6,9,137,week1_percentage,0.080645161,0,1267,22.23093281,2.416668777
197,16,9,6,163,week1_percentage,0.086021505,0,1268,22.23379097,2.371142939
198,16,11,3,122,week1_percentage,0.077956989,0,1269,22.39942219,2.44704645
199,16,11,1,9,week1_percentage,0.096774194,0,1270,24.99101618,2.396737292
200,16,1,13,169,week1_percentage,0.059139785,0,1271,13.39587767,2.092748727
201,16,3,11,232,week1_percentage,0.083333333,0,1272,22.09160263,2.387554455
202,16,10,5,273,week1_percentage,0.072580645,0,1273,20.64162942,2.410975569
203,16,4,10,25,week1_percentage,0.053763441,0,1274,17.74236236,2.419411216
204,16,8,7,196,week1_percentage,0.067204301,0,1275,21.57026196,2.500635686
205,16,2,12,266,week1_percentage,0.077956989,0,1276,20.73989544,2.370070451
206,16,11,4,24,week1_percentage,0.086021505,0,1277,25.84220379,2.521538646
207,16,11,2,247,week1_percentage,0.091397849,0,1278,26.12660708,2.486829512
195,16,7,8,16,week2_percentage,0.085635359,1,1279,19.39094971,2.237615188
196,16,6,9,137,week2_percentage,0.082872928,1,1280,19.23253507,2.252869906
197,16,9,6,163,week2_percentage,0.096685083,1,1281,20.49054755,2.198941284
198,16,11,3,122,week2_percentage,0.093922652,1,1282,21.51945928,2.27139299
199,16,11,1,9,week2_percentage,0.08839779,1,1283,19.86662118,2.238391951
201,16,3,11,232,week2_percentage,0.077348066,1,1284,18.05512027,2.236611415
202,16,10,5,273,week2_percentage,0.077348066,1,1285,18.20216698,2.24472275
203,16,4,10,25,week2_percentage,0.077348066,1,1286,17.56933339,2.209337062
204,16,8,7,196,week2_percentage,0.066298343,1,1287,18.4040773,2.349585461
205,16,2,12,266,week2_percentage,0.077348066,1,1288,12.3240895,1.854737968
206,16,11,4,24,week2_percentage,0.091160221,1,1289,22.84057309,2.35443164
207,16,11,2,247,week2_percentage,0.085635359,1,1290,21.15846852,2.324848965
195,16,7,8,16,week3_percentage,0.082152975,2,1291,16.25945556,2.091054793
196,16,6,9,137,week3_percentage,0.090651558,2,1292,17.5527741,2.095424606
197,16,9,6,163,week3_percentage,0.087818697,2,1293,16.48620072,2.056792171
198,16,11,3,122,week3_percentage,0.113314448,2,1294,21.62838401,2.111772247
199,16,11,1,9,week3_percentage,0.090651558,2,1295,17.3366683,2.083036414
201,16,3,11,232,week3_percentage,0.073654391,2,1296,11.08174532,1.779846969
202,16,10,5,273,week3_percentage,0.09631728,2,1297,18.01917882,2.073537566
203,16,4,10,25,week3_percentage,0.082152975,2,1298,15.65194288,2.052975231
204,16,8,7,196,week3_percentage,0.079320113,2,1299,17.30774021,2.177589847
206,16,11,4,24,week3_percentage,0.113314448,2,1300,23.35249474,2.188469536
207,16,11,2,247,week3_percentage,0.090651558,2,1301,18.77852391,2.162926468
195,16,7,8,16,week4_percentage,0.090625,3,1302,15.04511373,1.941491401
196,16,6,9,137,week4_percentage,0.075,3,1303,13.83925811,1.990630574
197,16,9,6,163,week4_percentage,0.121875,3,1304,18.56524613,1.886363281
198,16,11,3,122,week4_percentage,0.1125,3,1305,18.41107615,1.957634239
199,16,11,1,9,week4_percentage,0.125,3,1306,19.56407904,1.912230497
202,16,10,5,273,week4_percentage,0.0875,3,1307,14.71744114,1.946008015
203,16,4,10,25,week4_percentage,0.090625,3,1308,10.26535361,1.559212661
204,16,8,7,196,week4_percentage,0.078125,3,1309,15.02293121,2.046162387
206,16,11,4,24,week4_percentage,0.103125,3,1310,18.49878348,2.041996618
207,16,11,2,247,week4_percentage,0.115625,3,1311,19.76932489,2.002276658
195,16,7,8,16,week5_percentage,0.106060606,4,1312,14.34850015,1.763008741
196,16,6,9,137,week5_percentage,0.090909091,4,1313,12.85482688,1.781745096
197,16,9,6,163,week5_percentage,0.128787879,4,1314,16.95167536,1.736736392
198,16,11,3,122,week5_percentage,0.125,4,1315,17.6839217,1.811191168
199,16,11,1,9,week5_percentage,0.128787879,4,1316,17.49019639,1.768010238
202,16,10,5,273,week5_percentage,0.087121212,4,1317,12.1645383,1.75871635
204,16,8,7,196,week5_percentage,0.075757576,4,1318,12.26071598,1.863088446
206,16,11,4,24,week5_percentage,0.121212121,4,1319,18.547182,1.891018781
207,16,11,2,247,week5_percentage,0.136363636,4,1320,20.36956738,1.856080513
195,16,7,8,16,week6_percentage,0.09556314,5,1321,12.36645977,1.703492806
196,16,6,9,137,week6_percentage,0.109215017,5,1322,9.32494254,1.305269797
197,16,9,6,163,week6_percentage,0.109215017,5,1323,13.11416366,1.646269803
198,16,11,3,122,week6_percentage,0.112627986,5,1324,14.29759595,1.703686394
199,16,11,1,9,week6_percentage,0.133105802,5,1325,16.09501892,1.648212982
202,16,10,5,273,week6_percentage,0.09556314,5,1326,12.3448956,1.701747521
204,16,8,7,196,week6_percentage,0.102389078,5,1327,13.98104685,1.768243521
206,16,11,4,24,week6_percentage,0.122866894,5,1328,16.60416106,1.766302388
207,16,11,2,247,week6_percentage,0.119453925,5,1329,15.65049771,1.73613375
195,16,7,8,16,week7_percentage,0.114119923,6,1330,9.316587584,1.262722338
197,16,9,6,163,week7_percentage,0.135396518,6,1331,14.28189296,1.509243544
198,16,11,3,122,week7_percentage,0.12959381,6,1332,14.52963599,1.575716418
199,16,11,1,9,week7_percentage,0.131528046,6,1333,14.26836253,1.541145684
202,16,10,5,273,week7_percentage,0.116054159,6,1334,12.79644676,1.563668435
204,16,8,7,196,week7_percentage,0.108317215,6,1335,13.18359331,1.659173969
206,16,11,4,24,week7_percentage,0.145067698,6,1336,17.73611788,1.643729208
207,16,11,2,247,week7_percentage,0.119922631,6,1337,14.12664097,1.629713364
197,16,9,6,163,week8_percentage,0.129032258,7,1338,12.45349767,1.426296067
198,16,11,3,122,week8_percentage,0.173387097,7,1339,18.61130939,1.451415167
199,16,11,1,9,week8_percentage,0.165322581,7,1340,16.71573498,1.41247783
202,16,10,5,273,week8_percentage,0.116935484,7,1341,11.84568245,1.478980394
204,16,8,7,196,week8_percentage,0.100806452,7,1342,8.917928912,1.332043895
206,16,11,4,24,week8_percentage,0.161290323,7,1343,18.13263641,1.528081564
207,16,11,2,247,week8_percentage,0.153225806,7,1344,16.48257278,1.50115337
197,16,9,6,163,week9_percentage,0.163551402,8,1345,10.93338708,1.002988867
198,16,11,3,122,week9_percentage,0.179906542,8,1346,18.04526585,1.365167824
199,16,11,1,9,week9_percentage,0.179906542,8,1347,17.39103921,1.328239541
202,16,10,5,273,week9_percentage,0.13317757,8,1348,13.2514111,1.453197766
206,16,11,4,24,week9_percentage,0.172897196,8,1349,18.4914435,1.449113952
207,16,11,2,247,week9_percentage,0.170560748,8,1350,17.49122896,1.413345854
198,16,11,3,122,week10_percentage,0.21369863,9,1351,22.0290338,1.277692866
199,16,11,1,9,week10_percentage,0.205479452,9,1352,19.96834789,1.249274925
202,16,10,5,273,week10_percentage,0.169863014,9,1353,13.06587597,1.127575225
206,16,11,4,24,week10_percentage,0.208219178,9,1354,22.75619681,1.356699019
207,16,11,2,247,week10_percentage,0.202739726,9,1355,21.13533254,1.329337656
198,16,11,3,122,week11_percentage,0.249466204,10,1356,27.31965773,1.189209914
199,16,11,1,9,week11_percentage,0.255864085,10,1357,27.75545299,1.150706732
206,16,11,4,24,week11_percentage,0.243070881,10,1358,28.09761154,1.27159526
207,16,11,2,247,week11_percentage,0.251598831,10,1359,29.22751571,1.238604323
208,17,5,9,264,week1_percentage,0.078616352,0,1360,19.93422197,2.324850119
209,17,7,7,292,week1_percentage,0.078616352,0,1361,22.61759552,2.451140327
210,17,10,2,238,week1_percentage,0.097484277,0,1362,26.4385867,2.447015619
211,17,10,1,244,week1_percentage,0.100628931,0,1363,27.01094068,2.441729537
212,17,9,4,209,week1_percentage,0.094339623,0,1364,25.63582703,2.442885441
213,17,4,10,195,week1_percentage,0.081761006,0,1365,22.7717459,2.431229199
214,17,8,6,240,week1_percentage,0.088050314,0,1366,24.8823388,2.46645988
215,17,3,11,46,week1_percentage,0.06918239,0,1367,16.9798272,2.244548724
216,17,10,3,220,week1_percentage,0.081761006,0,1368,56.90048403,3.347012468
217,17,2,12,234,week1_percentage,0.06918239,0,1369,18.84001212,2.348505626
218,17,6,8,225,week1_percentage,0.078616352,0,1370,19.2742667,2.291183043
219,17,8,5,53,week1_percentage,0.081761006,0,1371,23.25500153,2.452228874
208,17,5,9,264,week2_percentage,0.080691643,1,1372,17.87541004,2.198215414
209,17,7,7,292,week2_percentage,0.09221902,1,1373,21.62811806,2.290896374
210,17,10,2,238,week2_percentage,0.09221902,1,1374,21.49479729,2.284713064
211,17,10,1,244,week2_percentage,0.09221902,1,1375,21.406494,2.280596478
212,17,9,4,209,week2_percentage,0.097982709,1,1376,22.52603777,2.282630395
213,17,4,10,195,week2_percentage,0.080691643,1,1377,19.56741848,2.288655243
214,17,8,6,240,week2_percentage,0.080691643,1,1378,20.09465245,2.315243113
215,17,3,11,46,week2_percentage,0.074927954,1,1379,16.39466213,2.160688815
216,17,10,3,220,week2_percentage,0.077809798,1,1380,46.15651344,3.171299255
217,17,2,12,234,week2_percentage,0.089337176,1,1381,12.62653786,1.777174761
218,17,6,8,225,week2_percentage,0.080691643,1,1382,17.39569269,2.171012018
219,17,8,5,53,week2_percentage,0.060518732,1,1383,17.28783356,2.33609505
208,17,5,9,264,week3_percentage,0.079872204,2,1384,14.98967479,2.029109459
209,17,7,7,292,week3_percentage,0.102236422,2,1385,19.93033403,2.12408009
210,17,10,2,238,week3_percentage,0.108626198,2,1386,20.92044253,2.118303811
211,17,10,1,244,week3_percentage,0.10543131,2,1387,20.2614345,2.113426408
212,17,9,4,209,week3_percentage,0.108626198,2,1388,20.86169805,2.115491867
213,17,4,10,195,week3_percentage,0.076677316,2,1389,16.02543164,2.123054864
214,17,8,6,240,week3_percentage,0.092651757,2,1390,18.77286532,2.145639963
215,17,3,11,46,week3_percentage,0.07028754,2,1391,10.27793588,1.733137586
216,17,10,3,220,week3_percentage,0.095846645,2,1392,45.43074633,3.002286459
218,17,6,8,225,week3_percentage,0.07028754,2,1393,13.80540529,2.028198314
219,17,8,5,53,week3_percentage,0.089456869,2,1394,17.9949986,2.130451424
208,17,5,9,264,week4_percentage,0.086153846,3,1395,14.23256202,1.923938354
209,17,7,7,292,week4_percentage,0.12,3,1396,19.92676558,1.973057735
210,17,10,2,238,week4_percentage,0.104615385,3,1397,17.58481409,1.978671413
211,17,10,1,244,week4_percentage,0.107692308,3,1398,17.88922111,1.969705716
212,17,9,4,209,week4_percentage,0.110769231,3,1399,18.3966326,1.97154663
213,17,4,10,195,week4_percentage,0.092307692,3,1400,10.94456962,1.60899262
214,17,8,6,240,week4_percentage,0.104615385,3,1401,17.95442395,1.999472263
216,17,10,3,220,week4_percentage,0.098461538,3,1402,39.92249659,2.85083241
218,17,6,8,225,week4_percentage,0.092307692,3,1403,14.38952421,1.882649646
219,17,8,5,53,week4_percentage,0.083076923,3,1404,15.24421347,2.018734258
208,17,5,9,264,week5_percentage,0.098939929,4,1405,9.968508819,1.459261141
209,17,7,7,292,week5_percentage,0.120141343,4,1406,17.33132265,1.832309087
210,17,10,2,238,week5_percentage,0.134275618,4,1407,19.40944005,1.825528931
211,17,10,1,244,week5_percentage,0.137809187,4,1408,19.87994229,1.819474609
212,17,9,4,209,week5_percentage,0.134275618,4,1409,19.40750449,1.825429204
214,17,8,6,240,week5_percentage,0.084805654,4,1410,13.74266463,1.900359583
216,17,10,3,220,week5_percentage,0.098939929,4,1411,34.61241324,2.704042445
218,17,6,8,225,week5_percentage,0.09540636,4,1412,12.94914485,1.750865934
219,17,8,5,53,week5_percentage,0.09540636,4,1413,14.52104552,1.865435187
209,17,7,7,292,week6_percentage,0.128975265,5,1414,16.62491898,1.715681207
210,17,10,2,238,week6_percentage,0.134275618,5,1415,17.22574768,1.706174612
211,17,10,1,244,week6_percentage,0.125441696,5,1416,16.08206833,1.71248945
