celebrity_name,season,week,judge_score,placement,weeks_participated,method1_combined_rank,method2_combined_pct,method1_pos,method2_pos,n_contestants,eliminated_week,is_eliminated
Sailor Brinkley-Cook,28,3,23.0,9,6,13.5,0.1598605328273068,7.0,8.0,10,6.0,0
Sailor Brinkley-Cook,28,4,31.0,9,6,14.0,0.1449154486393928,7.5,8.0,10,6.0,0
Sailor Brinkley-Cook,28,5,24.0,9,6,14.5,0.1507420747560614,7.0,9.0,9,6.0,0
Sailor Brinkley-Cook,28,6,27.0,9,6,11.0,0.1361626097853923,7.0,9.0,9,6.0,1
Sean Spicer,28,1,12.0,6,9,17.0,0.1334089547340625,8.0,7.0,12,9.0,0
Sean Spicer,28,2,16.0,6,9,14.0,0.1583143293752341,7.0,7.0,12,9.0,0
Sean Spicer,28,3,15.0,6,9,14.0,0.168058683752591,8.0,7.0,10,9.0,0
Sean Spicer,28,4,21.0,6,9,14.0,0.1607072749297973,7.5,6.0,10,9.0,0
Sean Spicer,28,5,19.0,6,9,15.0,0.186982684573411,8.0,6.0,9,9.0,0
Sean Spicer,28,6,21.0,6,9,15.0,0.2075461515468544,9.0,7.0,9,9.0,0
Sean Spicer,28,7,21.0,6,9,12.0,0.2229137672237531,6.0,6.0,8,9.0,0
Sean Spicer,28,8,20.0,6,9,11.0,0.2525800592602598,6.0,6.0,7,9.0,0
Sean Spicer,28,9,25.0,6,9,12.0,0.2031669391590689,6.0,6.0,6,9.0,1
Mary Wilson,28,1,17.0,12,2,17.5,0.1199268943427147,9.5,9.0,12,2.0,0
Mary Wilson,28,2,15.0,12,2,22.5,0.0834832541193146,12.0,12.0,12,2.0,1
Lauren Alaina,28,1,19.0,4,11,4.0,0.2875515683827832,2.0,2.0,12,11.0,0
Lauren Alaina,28,2,19.0,4,11,9.5,0.2248414128232212,5.0,3.0,12,11.0,0
Lauren Alaina,28,3,20.0,4,11,9.5,0.2480994504593031,4.5,3.0,10,11.0,0
Lauren Alaina,28,4,32.0,4,11,3.5,0.3205388265651262,1.0,1.0,10,11.0,0
Lauren Alaina,28,5,23.0,4,11,10.0,0.2484750080618782,5.0,4.0,9,11.0,0
Lauren Alaina,28,6,26.0,4,11,5.5,0.3047005692541689,1.0,1.0,9,11.0,0
Lauren Alaina,28,7,27.0,4,11,3.0,0.3573002729769977,1.0,1.0,8,11.0,0
Lauren Alaina,28,8,24.0,4,11,8.0,0.3001134731554992,4.0,3.0,7,11.0,0
Lauren Alaina,28,9,35.0,4,11,7.0,0.3767236025347878,3.5,2.0,6,11.0,0
Lauren Alaina,28,10,27.0,4,11,4.5,0.4527722374371797,2.0,2.0,5,11.0,0
Lauren Alaina,28,11,28.5,4,11,6.0,0.5071005028601269,3.0,2.0,4,11.0,1
Ally Brooke,28,1,16.0,3,11,11.5,0.1830192233913872,4.0,4.0,12,,0
Ally Brooke,28,2,20.0,3,11,6.0,0.2307493408115168,2.0,2.0,12,,0
Ally Brooke,28,3,24.0,3,11,2.5,0.3096268129535356,1.0,1.0,10,,0
Ally Brooke,28,4,32.0,3,11,5.5,0.2760240921802536,3.0,3.0,10,,0
Ally Brooke,28,5,27.0,3,11,2.0,0.317761785697942,1.0,1.0,9,,0
Ally Brooke,28,6,25.0,3,11,9.5,0.2415065970572606,5.0,2.0,9,,0
Ally Brooke,28,7,27.0,3,11,4.0,0.313421179299175,2.0,2.0,8,,0
Ally Brooke,28,8,30.0,3,11,6.0,0.3280612958284091,2.0,2.0,7,,0
Ally Brooke,28,9,40.0,3,11,2.0,0.4112835175079344,1.0,1.0,6,,0
Ally Brooke,28,10,29.5,3,11,3.0,0.4579170752522463,1.0,1.0,5,,0
Ally Brooke,28,11,30.0,3,11,2.0,0.5319440086105602,1.0,1.0,4,,0
Karamo Brown,28,1,17.0,8,7,12.5,0.151536530190537,5.5,6.0,12,7.0,0
Karamo Brown,28,2,19.0,8,7,14.5,0.1440893281266334,8.0,8.0,12,7.0,0
Karamo Brown,28,3,16.0,8,7,16.0,0.1335555176861898,9.0,9.0,10,7.0,0
Karamo Brown,28,4,28.0,8,7,13.5,0.1558472583813758,6.0,7.0,10,7.0,0
Karamo Brown,28,5,21.0,8,7,16.0,0.1551030357064172,9.0,8.0,9,7.0,0
Karamo Brown,28,6,25.0,8,7,14.5,0.1847087297255198,8.0,8.0,9,7.0,0
Karamo Brown,28,7,24.5,8,7,14.0,0.1499256432386382,7.5,8.0,8,7.0,1
Hannah Brown,28,1,20.0,1,11,4.0,0.2907382890899086,2.0,1.0,12,,0
Hannah Brown,28,2,24.0,1,11,2.0,0.3042113462847718,1.0,1.0,12,,0
Hannah Brown,28,3,21.0,1,11,7.0,0.2540211898904299,2.0,2.0,10,,0
Hannah Brown,28,4,32.0,1,11,4.5,0.2938333326312313,2.0,2.0,10,,0
Hannah Brown,28,5,25.0,1,11,6.0,0.2789204857405971,2.0,2.0,9,,0
Hannah Brown,28,6,24.0,1,11,10.0,0.2376223806990074,6.0,4.0,9,,0
Hannah Brown,28,7,26.0,1,11,7.0,0.289631573029544,3.5,3.0,8,,0
Hannah Brown,28,8,30.9998,1,11,3.0,0.3654358312402441,1.0,1.0,7,,0
Hannah Brown,28,9,35.5,1,11,7.0,0.3664519018832082,3.5,3.0,6,,0
Hannah Brown,28,10,27.0,1,11,6.5,0.4297066676902737,4.0,3.0,5,,0
Hannah Brown,28,11,29.0,1,11,6.0,0.5024490213465962,3.0,3.0,4,,0
Anne Heche,29,1,18.0,13,4,19.0,0.1052712908723192,11.0,11.0,15,4.0,0
Anne Heche,29,2,18.0,13,4,20.5,0.1042195616028517,11.0,11.0,15,4.0,0
Anne Heche,29,3,15.0,13,4,26.0,0.081126959037511,13.0,13.0,14,4.0,0
Anne Heche,29,4,21.0,13,4,24.5,0.0836510548919529,13.0,13.0,13,4.0,1
Jesse Metcalfe,29,1,18.0,12,5,18.0,0.1148546498800857,10.0,10.0,15,5.0,0
Jesse Metcalfe,29,2,20.0,12,5,11.0,0.1283071482804768,4.5,5.0,15,5.0,0
Jesse Metcalfe,29,3,20.0,12,5,21.0,0.111597503603928,12.0,12.0,14,5.0,0
Jesse Metcalfe,29,4,21.0,12,5,23.5,0.1095019777494541,12.0,12.0,13,5.0,0
Jesse Metcalfe,29,5,19.0,12,5,23.5,0.0848851209731398,12.0,12.0,12,5.0,1
Chrishell Stause,29,1,13.0,8,8,26.0,0.0805338595000653,13.0,13.0,15,8.0,0
Chrishell Stause,29,2,18.0,8,8,16.5,0.1191515685315001,8.0,8.0,15,8.0,0
Chrishell Stause,29,3,22.0,8,8,10.0,0.1479430804969849,4.0,4.0,14,8.0,0
Chrishell Stause,29,4,22.0,8,8,17.5,0.1227949450509665,9.0,9.0,13,8.0,0
Chrishell Stause,29,5,19.0,8,8,22.5,0.1122146677612209,11.0,11.0,12,8.0,0
Chrishell Stause,29,6,24.0,8,8,15.5,0.1504383624538726,7.0,8.0,11,8.0,0
Chrishell Stause,29,7,26.0,8,8,14.0,0.1730890423293316,7.0,8.0,10,8.0,0
Chrishell Stause,29,8,27.0,8,8,13.5,0.1555523140290486,8.0,8.0,8,8.0,1
Skai Jackson,29,1,21.0,5,10,2.5,0.2275047932500715,1.0,1.0,15,10.0,0
Skai Jackson,29,2,15.0,5,10,25.5,0.103459172333208,12.5,12.0,15,10.0,0
Skai Jackson,29,3,18.0,5,10,18.5,0.1280734237029034,9.5,9.0,14,10.0,0
Skai Jackson,29,4,28.0,5,10,3.0,0.232544210744515,1.0,1.0,13,10.0,0
Skai Jackson,29,5,24.0,5,10,11.0,0.1861009124258559,5.0,5.0,12,10.0,0
Skai Jackson,29,6,18.0,5,10,18.0,0.1452286168427158,9.5,9.0,11,10.0,0
Skai Jackson,29,7,27.0,5,10,6.0,0.2415497579431615,3.0,3.0,10,10.0,0
Skai Jackson,29,8,26.9998,5,10,13.0,0.2422654258245438,7.0,6.0,8,10.0,0
Skai Jackson,29,9,28.9998,5,10,6.5,0.3108951901678112,3.5,3.0,7,10.0,0
Skai Jackson,29,10,28.5,5,10,9.5,0.2421747552362745,5.0,5.0,6,10.0,1
Justina Machado,29,1,21.0,4,11,4.5,0.2067975678761463,2.0,3.0,15,11.0,0
Justina Machado,29,2,21.0,4,11,6.5,0.1835539058729194,3.0,3.0,15,11.0,0
Justina Machado,29,3,19.0,4,11,19.0,0.1270917060713206,11.0,10.0,14,11.0,0
Justina Machado,29,4,24.0,4,11,9.0,0.1767451376153881,4.0,4.0,13,11.0,0
Justina Machado,29,5,24.0,4,11,13.0,0.1695350600981533,7.0,6.0,12,11.0,0
Justina Machado,29,6,27.0,4,11,5.5,0.2292851255802868,2.0,3.0,11,11.0,0
Justina Machado,29,7,26.0,4,11,11.0,0.1953673710343706,5.0,5.0,10,11.0,0
Justina Machado,29,8,28.9998,4,11,7.0,0.2574499222166985,4.0,4.0,8,11.0,0
Justina Machado,29,9,25.9998,4,11,11.0,0.254215314462842,5.5,6.0,7,11.0,0
Justina Machado,29,10,29.0,4,11,7.0,0.3328989965860807,3.0,4.0,6,11.0,0
Justina Machado,29,11,30.0,4,11,6.0,0.4591550339826796,3.0,4.0,4,11.0,1
Charles Oakley,29,1,12.0,15,2,28.0,0.0635557043542395,14.0,14.0,15,2.0,0
Charles Oakley,29,2,15.0,15,2,29.5,0.0648050988124558,15.0,15.0,15,2.0,1
Veron Davis,29,1,17.0,11,6,23.0,0.0992722226013697,12.0,12.0,15,6.0,0
Veron Davis,29,2,18.0,11,6,17.5,0.1180468760401467,9.0,9.0,15,6.0,0
Veron Davis,29,3,22.0,11,6,11.0,0.1447319293453663,5.0,5.0,14,6.0,0
Veron Davis,29,4,22.0,11,6,18.5,0.1207861356233108,10.0,10.0,13,6.0,0
Veron Davis,29,5,21.0,11,6,20.0,0.1193394153335085,10.0,10.0,12,6.0,0
Veron Davis,29,6,21.0,11,6,21.0,0.1026220037940889,11.0,11.0,11,6.0,1
Johnny Weir,29,1,18.0,6,10,14.0,0.1286926782383803,6.0,6.0,15,10.0,0
Johnny Weir,29,2,18.0,6,10,13.5,0.1249734942441422,7.0,7.0,15,10.0,0
Johnny Weir,29,3,24.0,6,10,4.5,0.1874199224445873,2.0,3.0,14,10.0,0
Johnny Weir,29,4,24.0,6,10,11.0,0.1593465517307101,5.0,5.0,13,10.0,0
Johnny Weir,29,5,29.0,6,10,6.0,0.2003004731717016,3.0,4.0,12,10.0,0
Johnny Weir,29,6,22.0,6,10,18.0,0.142483080870283,9.5,10.0,11,10.0,0
Johnny Weir,29,7,27.0,6,10,7.0,0.2022289804628542,4.0,4.0,10,10.0,0
Johnny Weir,29,8,30.0,6,10,6.5,0.2594128887185457,3.0,3.0,8,10.0,0
Johnny Weir,29,9,30.0,6,10,6.5,0.2873335356624407,3.5,4.0,7,10.0,0
Johnny Weir,29,10,28.5,6,10,10.5,0.2326396196503884,6.0,6.0,6,10.0,1
Nev Schulman,29,1,20.0,2,11,5.5,0.2222370763767577,3.0,2.0,15,,0
Nev Schulman,29,2,21.0,2,11,3.5,0.2406943571857984,2.0,1.0,15,,0
Nev Schulman,29,3,24.0,2,11,2.5,0.2778456579341027,1.0,1.0,14,,0
Nev Schulman,29,4,24.0,2,11,6.0,0.2250930585541772,3.0,2.0,13,,0
Nev Schulman,29,5,26.0,2,11,4.5,0.2451499091867686,2.0,1.0,12,,0
Nev Schulman,29,6,26.0,2,11,7.0,0.2432123612741533,3.0,2.0,11,,0
Nev Schulman,29,7,30.0,2,11,2.0,0.3055950338211175,1.0,1.0,10,,0
Nev Schulman,29,8,30.0,2,11,2.5,0.3662078798890096,1.0,1.0,8,,0
Nev Schulman,29,9,28.9998,2,11,4.5,0.3540258687618093,2.0,1.0,7,,0
Nev Schulman,29,10,30.0,2,11,2.5,0.4404487851063123,1.0,1.0,6,,0
Nev Schulman,29,11,30.0,2,11,3.0,0.5648985818613006,1.0,1.0,4,,0
AJ McLean,29,1,18.0,7,9,15.0,0.122474624493831,7.0,8.0,15,9.0,0
AJ McLean,29,2,19.0,7,9,11.0,0.1276060303294021,4.5,6.0,15,9.0,0
AJ McLean,29,3,21.0,7,9,17.5,0.1294060730513198,8.0,8.0,14,9.0,0
AJ McLean,29,4,24.0,7,9,12.0,0.1529821029539971,6.0,7.0,13,9.0,0
AJ McLean,29,5,24.0,7,9,14.0,0.1489667610509792,8.0,8.0,12,9.0,0
AJ McLean,29,6,27.0,7,9,7.5,0.196659057616987,4.0,5.0,11,9.0,0
AJ McLean,29,7,26.0,7,9,13.0,0.1766641653412668,6.0,7.0,10,9.0,0
AJ McLean,29,8,27.0,7,9,12.5,0.2135276249174051,6.0,7.0,8,9.0,0
AJ McLean,29,9,24.9998,7,9,13.0,0.1760063836793208,7.0,7.0,7,9.0,1
Nelly,29,1,16.0,3,11,17.0,0.1311231933282686,8.5,5.0,15,,0
Nelly,29,2,18.0,3,11,11.5,0.1779115926340829,6.0,4.0,15,,0
Nelly,29,3,18.0,3,11,15.5,0.1437944566811279,7.0,6.0,14,,0
Nelly,29,4,21.0,3,11,16.5,0.1564150181786304,8.0,6.0,13,,0
Nelly,29,5,24.0,3,11,10.0,0.212302882451707,4.0,3.0,12,,0
Nelly,29,6,24.0,3,11,11.5,0.2067598776295868,6.0,4.0,11,,0
Nelly,29,7,27.0,3,11,5.0,0.2805082490457396,2.0,2.0,10,,0
Nelly,29,8,24.0,3,11,11.0,0.2423404865266557,5.0,5.0,8,,0
Nelly,29,9,24.0,3,11,11.0,0.2805138705079801,5.5,5.0,7,,0
Nelly,29,10,28.0,3,11,8.0,0.3714624040461288,4.0,3.0,6,,0
Nelly,29,11,28.5,3,11,7.0,0.4769346903020356,4.0,3.0,4,,0
Kaitlyn Bristowe,29,1,20.0,1,11,7.5,0.1968863295903498,4.0,4.0,15,,0
Kaitlyn Bristowe,29,2,22.0,1,11,3.0,0.2202966922770128,1.0,2.0,15,,0
Kaitlyn Bristowe,29,3,23.0,1,11,5.0,0.2015333025861266,3.0,2.0,14,,0
Kaitlyn Bristowe,29,4,25.0,1,11,5.0,0.207183079982532,2.0,3.0,13,,0
Kaitlyn Bristowe,29,5,27.0,1,11,4.0,0.223577040851842,1.0,2.0,12,,0
Kaitlyn Bristowe,29,6,27.0,1,11,3.5,0.2469616877439718,1.0,1.0,11,,0
Kaitlyn Bristowe,29,7,24.0,1,11,15.0,0.1842985111372943,8.0,6.0,10,,0
Kaitlyn Bristowe,29,8,28.0,1,11,6.0,0.2632434578780926,2.0,2.0,8,,0
Kaitlyn Bristowe,29,9,30.0,1,11,3.5,0.3370098367577956,1.0,2.0,7,,0
Kaitlyn Bristowe,29,10,30.0,1,11,4.5,0.3803754393748151,2.0,2.0,6,,0
Kaitlyn Bristowe,29,11,30.0,1,11,4.0,0.4990116938539841,2.0,2.0,4,,0
Carole Baskin,29,1,11.0,14,3,30.0,0.0589832439056255,15.0,15.0,15,3.0,0
Carole Baskin,29,2,16.0,14,3,26.5,0.0825071713743819,14.0,14.0,15,3.0,0
Carole Baskin,29,3,12.0,14,3,28.0,0.0571999219150721,14.0,14.0,14,3.0,1
Monica Aldama,29,1,19.0,10,7,13.0,0.1242205103312548,5.0,7.0,15,7.0,0
Monica Aldama,29,2,16.0,10,7,25.5,0.0896020041334727,12.5,13.0,15,7.0,0
Monica Aldama,29,3,21.0,10,7,18.5,0.1213628152328861,9.5,11.0,14,7.0,0
Monica Aldama,29,4,24.0,10,7,13.0,0.142207378720591,7.0,8.0,13,7.0,0
Monica Aldama,29,5,26.0,10,7,11.5,0.1554361813610662,6.0,7.0,12,7.0,0
Monica Aldama,29,6,27.0,10,7,8.5,0.1837444777695641,5.0,6.0,11,7.0,0
Monica Aldama,29,7,22.0,10,7,19.0,0.1171974818960776,10.0,10.0,10,7.0,1
Jeannie Mai,29,1,18.0,9,7,17.0,0.1175922554012345,8.5,9.0,15,7.0,0
Jeannie Mai,29,2,18.0,9,7,18.5,0.1148653263481479,10.0,10.0,15,7.0,0
Jeannie Mai,29,3,22.0,9,7,13.0,0.1408732478967629,6.0,7.0,14,7.0,0
Jeannie Mai,29,4,21.0,9,7,22.5,0.1107493482037742,11.0,11.0,13,7.0,0
Jeannie Mai,29,5,24.0,9,7,16.0,0.1421915753340569,9.0,9.0,12,7.0,0
Jeannie Mai,29,6,25.0,9,7,16.0,0.1526053484244895,8.0,7.0,11,7.0,0
Jeannie Mai,29,7,25.0,9,7,18.0,0.1235014069887862,9.0,9.0,10,7.0,1
Martin Kove,30,1,13.0,15,2,30.0,0.0482275868043311,15.0,15.0,15,2.0,0
Martin Kove,30,2,15.0,15,2,30.0,0.04947999369445,15.0,15.0,15,2.0,1
Brian Austin Green,30,1,24.0,13,4,22.5,0.1056698966247086,13.0,12.0,15,4.0,0
Brian Austin Green,30,2,23.0,13,4,26.0,0.0909122620126857,14.0,14.0,15,4.0,0
Brian Austin Green,30,3,19.0,13,4,25.5,0.1032063850477413,14.0,13.0,14,4.0,0
Brian Austin Green,30,4,26.0,13,4,26.0,0.0892247861778229,13.0,13.0,13,4.0,1
Melora Hardin,30,1,26.0,6,9,11.5,0.1220672731829465,4.5,5.0,15,9.0,0
Melora Hardin,30,2,27.0,6,9,14.0,0.1224387721885427,8.5,9.0,15,9.0,0
Melora Hardin,30,3,23.0,6,9,12.0,0.1377748828275198,4.0,8.0,14,9.0,0
Melora Hardin,30,4,36.5,6,9,7.0,0.1699023451922081,2.0,6.0,13,9.0,0
Melora Hardin,30,5,36.0,6,9,12.0,0.1642320567062911,6.0,6.0,11,9.0,0
Melora Hardin,30,6,34.0,6,9,17.5,0.1408898079642387,9.0,9.0,10,9.0,0
Melora Hardin,30,7,38.0,6,9,11.5,0.1897235446864388,6.0,8.0,9,9.0,0
Melora Hardin,30,8,42.0,6,9,8.0,0.2277996218164985,4.0,6.0,8,9.0,0
Melora Hardin,30,9,36.0,6,9,11.0,0.2176885574226264,6.0,6.0,6,9.0,1
Matt James,30,1,24.0,12,4,18.5,0.1136963764570918,9.0,9.0,15,4.0,0
Matt James,30,2,22.0,12,4,25.0,0.0922464871882756,12.5,13.0,15,4.0,0
Matt James,30,3,20.0,12,4,20.5,0.1170583924044538,12.0,10.0,14,4.0,0
Matt James,30,4,28.5,12,4,24.0,0.0953203989688672,12.0,12.0,13,4.0,1
"Mike ""The Miz"" Mizanin",30,1,24.0,9,7,20.5,0.1094127600293132,11.5,11.0,15,7.0,0
"Mike ""The Miz"" Mizanin",30,2,26.0,9,7,17.0,0.116750309125415,10.0,10.0,15,7.0,0
"Mike ""The Miz"" Mizanin",30,3,22.0,9,7,12.5,0.1401200375679525,5.0,7.0,14,7.0,0
"Mike ""The Miz"" Mizanin",30,4,32.5,9,7,16.5,0.1367342546474133,9.0,9.0,13,7.0,0
"Mike ""The Miz"" Mizanin",30,5,32.0,9,7,19.5,0.14066082057116,11.0,10.0,11,7.0,0
"Mike ""The Miz"" Mizanin",30,6,34.0,9,7,16.5,0.1481293046257161,8.0,8.0,10,7.0,0
"Mike ""The Miz"" Mizanin",30,7,32.0,9,7,18.0,0.1306418877014103,9.0,9.0,9,7.0,1
Suni Lee,30,1,28.0,5,9,6.5,0.1896702390667745,3.0,4.0,15,9.0,0
Suni Lee,30,2,28.0,5,9,8.0,0.1650724139649161,3.0,4.0,15,9.0,0
Suni Lee,30,3,21.0,5,9,14.0,0.1451087688057937,6.0,5.0,14,9.0,0
Suni Lee,30,4,34.0,5,9,7.5,0.1803914413452241,3.0,3.0,13,9.0,0
Suni Lee,30,5,36.0,5,9,9.0,0.2021634322238314,3.0,4.0,11,9.0,0
Suni Lee,30,6,36.0,5,9,12.0,0.1852305687955409,6.0,6.0,10,9.0,0
Suni Lee,30,7,34.0,5,9,12.0,0.1976630222546409,7.0,6.0,9,9.0,0
Suni Lee,30,8,42.0,5,9,4.0,0.2765049837077675,1.0,2.0,8,9.0,0
Suni Lee,30,9,37.5,5,9,8.5,0.2314315422819857,5.0,5.0,6,9.0,1
Iman Shumpert,30,1,21.0,1,10,19.0,0.1135403967610174,10.0,10.0,15,,0
Iman Shumpert,30,2,25.0,1,10,14.0,0.1510083346453479,8.5,5.0,15,,0
Iman Shumpert,30,3,19.0,1,10,17.5,0.1407526340035351,8.5,6.0,14,,0
Iman Shumpert,30,4,31.5,1,10,13.0,0.169955069142808,7.0,5.0,13,,0
Iman Shumpert,30,5,28.0,1,10,16.0,0.1617598358555761,9.0,7.0,11,,0
Iman Shumpert,30,6,40.0,1,10,3.5,0.2830676427615767,1.0,2.0,10,,0
Iman Shumpert,30,7,34.0,1,10,10.0,0.229295584252827,5.0,3.0,9,,0
Iman Shumpert,30,8,35.0,1,10,11.0,0.2506718757476886,6.0,5.0,8,,0
Iman Shumpert,30,9,37.5,1,10,5.5,0.3718681825666901,2.0,3.0,6,,0
Iman Shumpert,30,10,40.0,1,10,3.5,0.5177113139625937,1.0,2.0,4,,0
Cody Rigsby,30,1,24.0,3,10,11.5,0.224623885388204,4.5,2.0,15,,0
Cody Rigsby,30,2,24.0,3,10,12.0,0.2116619256764229,4.5,2.0,15,,0
Cody Rigsby,30,3,18.0,3,10,17.0,0.1799572535555902,7.0,3.0,14,,0
Cody Rigsby,30,4,29.0,3,10,12.0,0.2217895169373773,6.0,1.0,13,,0
Cody Rigsby,30,5,32.0,3,10,10.5,0.2654214487398404,4.0,1.0,11,,0
Cody Rigsby,30,6,36.0,3,10,7.0,0.330441645514424,3.0,1.0,10,,0
Cody Rigsby,30,7,36.0,3,10,6.0,0.3641424611800365,2.0,1.0,9,,0
Cody Rigsby,30,8,38.0,3,10,6.0,0.3963928174266821,3.0,1.0,8,,0
Cody Rigsby,30,9,35.5,3,10,7.0,0.4753503322613162,4.0,1.0,6,,0
Cody Rigsby,30,10,38.0,3,10,5.0,0.6168409808387424,3.0,1.0,4,,0
Melanie C,30,1,27.0,11,5,15.0,0.117149425856747,7.0,7.0,15,5.0,0
Melanie C,30,2,30.0,11,5,13.0,0.1253641161243735,6.5,8.0,15,5.0,0
Melanie C,30,3,22.0,11,5,17.5,0.1169291649124472,8.5,11.0,14,5.0,0
Melanie C,30,4,33.0,11,5,17.0,0.1202756695136035,10.0,10.0,13,5.0,0
Melanie C,30,5,36.0,11,5,16.0,0.1082403675632814,9.0,11.0,11,5.0,1
Jimmie Allen,30,1,22.0,7,8,27.0,0.0950710028990886,14.0,14.0,15,8.0,0
Jimmie Allen,30,2,27.0,7,8,12.0,0.1395136872581436,4.5,6.0,15,8.0,0
Jimmie Allen,30,3,20.0,7,8,19.5,0.1189577352059298,11.0,9.0,14,8.0,0
Jimmie Allen,30,4,32.5,7,8,15.5,0.1425570453941466,8.0,8.0,13,8.0,0
Jimmie Allen,30,5,34.0,7,8,16.0,0.1548559917096932,9.0,9.0,11,8.0,0
Jimmie Allen,30,6,38.0,7,8,8.5,0.1922950944680597,5.0,5.0,10,8.0,0
Jimmie Allen,30,7,38.0,7,8,7.5,0.2145482930436637,4.0,5.0,9,8.0,0
Jimmie Allen,30,8,32.0,7,8,15.0,0.1564860567346251,8.0,8.0,8,8.0,1
Olivia Jade,30,1,25.0,8,8,16.5,0.1160397616473843,8.0,8.0,15,8.0,0
Olivia Jade,30,2,27.0,8,8,13.0,0.1285002094211701,6.5,7.0,15,8.0,0
Olivia Jade,30,3,24.0,8,8,6.0,0.164929186732463,3.0,4.0,14,8.0,0
Olivia Jade,30,4,35.0,8,8,9.5,0.1638005836018596,4.5,7.0,13,8.0,0
Olivia Jade,30,5,36.0,8,8,11.0,0.16940529614419,5.0,5.0,11,8.0,0
Olivia Jade,30,6,36.0,8,8,13.0,0.1594497747569061,7.0,7.0,10,8.0,0
Olivia Jade,30,7,42.0,8,8,7.0,0.2204809292146113,3.0,4.0,9,8.0,0
Olivia Jade,30,8,36.0,8,8,14.0,0.1566407994828481,7.0,7.0,8,8.0,1
JoJo Siwa,30,1,29.0,2,10,3.0,0.2294265887200791,1.0,1.0,15,,0
JoJo Siwa,30,2,31.0,2,10,4.0,0.2122040377161348,1.5,1.0,15,,0
JoJo Siwa,30,3,24.0,2,10,3.0,0.2319274554362349,1.0,1.0,14,,0
JoJo Siwa,30,4,35.0,2,10,4.5,0.2210679074506825,1.0,2.0,13,,0
JoJo Siwa,30,5,40.0,2,10,3.0,0.2572805809238357,1.0,2.0,11,,0
JoJo Siwa,30,6,40.0,2,10,4.5,0.2501707011656826,2.0,3.0,10,,0
JoJo Siwa,30,7,39.0,2,10,4.0,0.2606459033988945,1.0,2.0,9,,0
JoJo Siwa,30,8,41.0,2,10,9.0,0.2603102726337961,5.0,4.0,8,,0
JoJo Siwa,30,9,40.0,2,10,4.0,0.3722448219473778,1.0,2.0,6,,0
JoJo Siwa,30,10,40.0,2,10,4.5,0.4639298947342852,2.0,3.0,4,,0
Christine Chiu,30,1,25.0,14,3,20.5,0.1036721999891941,11.5,13.0,15,3.0,0
Christine Chiu,30,2,24.0,14,3,25.0,0.0922680592898693,12.5,12.0,15,3.0,0
Christine Chiu,30,3,21.0,14,3,22.0,0.0808918932656974,13.0,14.0,14,3.0,1
Kenya Moore,30,1,26.0,10,6,12.5,0.1209538858781512,6.0,6.0,15,6.0,0
Kenya Moore,30,2,24.0,10,6,23.0,0.0961204906123338,11.0,11.0,15,6.0,0
Kenya Moore,30,3,21.0,10,6,19.0,0.1158333292199064,10.0,12.0,14,6.0,0
Kenya Moore,30,4,29.5,10,6,20.0,0.1134618596468338,11.0,11.0,13,6.0,0
Kenya Moore,30,5,36.0,10,6,14.0,0.15968445389492,7.0,8.0,11,6.0,0
Kenya Moore,30,6,32.0,10,6,20.0,0.1091026221847565,10.0,10.0,10,6.0,1
Amanda Kloots,30,1,28.0,4,10,5.5,0.1907787206949677,2.0,3.0,15,10.0,0
Amanda Kloots,30,2,32.0,4,10,4.0,0.2064589010819184,1.5,3.0,15,10.0,0
Amanda Kloots,30,3,24.0,4,10,4.0,0.2065528810147344,2.0,2.0,14,10.0,0
Amanda Kloots,30,4,34.0,4,10,9.5,0.1755191219811527,4.5,4.0,13,10.0,0
Amanda Kloots,30,5,39.0,4,10,5.0,0.2162957156673804,2.0,3.0,11,10.0,0
Amanda Kloots,30,6,38.0,4,10,7.5,0.2012228377630984,4.0,4.0,10,10.0,0
Amanda Kloots,30,7,34.0,4,10,14.0,0.1928583742674767,8.0,7.0,9,10.0,0
Amanda Kloots,30,8,42.0,4,10,5.0,0.2751935724500939,2.0,3.0,8,10.0,0
Amanda Kloots,30,9,39.5,4,10,6.0,0.3314165635200037,3.0,4.0,6,10.0,0
Amanda Kloots,30,10,39.0,4,10,7.0,0.4015178104643788,4.0,4.0,4,10.0,1
Jason Lewis,31,1,18.0,16,1,31.0,0.0560037569848235,16.0,16.0,16,1.0,1
Cheryl Ladd,31,1,21.0,14,3,24.5,0.0791930223219944,12.0,13.0,16,3.0,0
Cheryl Ladd,31,2,21.0,14,3,28.0,0.0713596681393973,14.0,14.0,15,3.0,0
Cheryl Ladd,31,3,24.0,14,3,27.0,0.0713151535732109,14.0,14.0,14,3.0,1
Selma Blair,31,1,28.0,12,5,13.0,0.1172490210671392,6.5,7.0,16,5.0,0
Selma Blair,31,2,28.0,12,5,19.0,0.1000901511604521,10.0,10.0,15,5.0,0
Selma Blair,31,3,28.0,12,5,21.0,0.0969996852298991,10.0,12.0,14,5.0,0
Selma Blair,31,4,32.0,12,5,18.5,0.1131732764823693,10.0,12.0,13,5.0,0
Selma Blair,31,5,40.0,12,5,16.0,0.0982333740208934,8.0,12.0,12,5.0,1
Joseph Baena,31,1,23.0,11,5,16.0,0.1112739164098724,8.0,8.0,16,5.0,0
Joseph Baena,31,2,24.0,11,5,23.0,0.0956352893578572,11.5,12.0,15,5.0,0
