HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HasName,Group,Deck,Num,Side,GroupSize
Earth,False,TRAPPIST-1e,28.0,0,0.0,1.0,12.0,875.0,0.0,False,True,8255,G,1333,S,1
Mars,False,TRAPPIST-1e,41.0,0,396.0,0.0,653.0,0.0,0.0,False,True,8257,E,529,P,1
Earth,False,TRAPPIST-1e,,0,0.0,0.0,486.0,324.0,0.0,False,True,8259,G,1342,P,1
Earth,False,55 Cancri e,19.0,0,84.0,4.0,4.0,629.0,0.0,False,True,8260,F,1582,S,3
Earth,False,55 Cancri e,8.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8260,G,1334,S,3
Earth,True,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8260,G,1334,S,3
Earth,True,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8261,G,1343,P,1
Mars,False,TRAPPIST-1e,21.0,0,32.0,0.0,1008.0,0.0,0.0,True,True,8264,F,1584,S,1
Earth,True,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8265,G,1344,P,1
Earth,True,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8266,G,1345,P,1
Mars,False,TRAPPIST-1e,29.0,0,304.0,0.0,48.0,946.0,0.0,False,True,8267,E,530,P,2
Mars,True,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8267,F,1701,P,2
Europa,True,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8268,B,321,S,2
Europa,False,TRAPPIST-1e,19.0,0,0.0,3.0,0.0,918.0,2346.0,False,True,8268,B,321,S,2
Mars,False,TRAPPIST-1e,38.0,0,86.0,1144.0,783.0,0.0,0.0,True,True,8270,F,1702,P,1
Earth,False,TRAPPIST-1e,19.0,0,29.0,2633.0,0.0,0.0,124.0,True,True,8271,F,1586,S,1
Mars,False,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8272,F,1587,S,3
Mars,True,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8272,F,1587,S,3
Mars,True,TRAPPIST-1e,29.0,0,0.0,,0.0,,0.0,True,True,8272,F,1587,S,3
Earth,False,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,369.0,515.0,False,True,8273,G,1346,P,1
Mars,True,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8275,F,1588,S,1
Europa,False,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8276,C,273,P,2
Europa,True,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8276,C,273,P,2
Earth,True,55 Cancri e,32.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8277,G,1348,P,1
Earth,False,TRAPPIST-1e,31.0,0,0.0,4334.0,55.0,56.0,,True,True,8279,G,1349,P,1
Earth,False,TRAPPIST-1e,34.0,0,0.0,0.0,880.0,22.0,0.0,True,True,8280,F,1703,P,1
Unknown,False,TRAPPIST-1e,45.0,0,0.0,1.0,233.0,453.0,17.0,False,True,8281,F,1704,P,1
Earth,False,TRAPPIST-1e,61.0,0,67.0,0.0,654.0,0.0,86.0,False,True,8282,G,1336,S,1
Mars,False,TRAPPIST-1e,21.0,0,1242.0,0.0,654.0,0.0,0.0,False,True,8287,E,542,S,1
Mars,False,TRAPPIST-1e,,0,1852.0,0.0,870.0,0.0,7.0,False,True,8288,D,259,P,2
Mars,False,TRAPPIST-1e,15.0,0,1150.0,0.0,175.0,1.0,11.0,False,True,8288,F,1705,P,2
Earth,True,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8289,G,1350,P,1
Earth,True,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8291,G,1339,S,1
Europa,True,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8292,C,310,S,1
Mars,True,TRAPPIST-1e,62.0,0,0.0,0.0,0.0,0.0,0.0,True,False,8294,E,543,S,1
Mars,False,TRAPPIST-1e,40.0,0,1309.0,0.0,0.0,0.0,0.0,False,True,8295,F,1591,S,1
Unknown,False,TRAPPIST-1e,21.0,0,5.0,0.0,0.0,22.0,639.0,False,True,8297,F,1592,S,1
Mars,True,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8298,F,1593,S,1
Europa,False,Unknown,27.0,0,0.0,,0.0,1866.0,676.0,True,True,8300,C,274,P,1
Europa,False,TRAPPIST-1e,28.0,0,1722.0,5063.0,0.0,87.0,920.0,False,True,8301,C,275,P,1
Earth,False,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8302,G,1340,S,2
Earth,False,TRAPPIST-1e,17.0,0,4.0,0.0,867.0,0.0,0.0,False,True,8302,F,1594,S,2
Mars,False,55 Cancri e,23.0,0,218.0,0.0,2267.0,497.0,0.0,False,True,8303,F,1595,S,1
Earth,False,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8306,G,1351,P,3
Earth,True,PSO J318.5-22,29.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8306,G,1351,P,3
Earth,False,Unknown,41.0,0,836.0,0.0,0.0,,49.0,False,True,8306,G,1351,P,3
Europa,False,55 Cancri e,27.0,1,0.0,1337.0,1929.0,0.0,0.0,True,True,8307,A,100,S,2
Europa,True,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8307,A,100,S,2
Europa,True,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8310,E,545,S,1
Earth,False,TRAPPIST-1e,30.0,0,467.0,0.0,0.0,0.0,287.0,False,True,8313,G,1341,S,1
Europa,False,TRAPPIST-1e,30.0,0,0.0,640.0,0.0,31.0,6201.0,False,True,8314,D,245,S,2
Unknown,False,55 Cancri e,29.0,1,0.0,2949.0,0.0,2.0,654.0,True,True,8314,D,245,S,2
Earth,False,TRAPPIST-1e,21.0,0,380.0,177.0,161.0,0.0,85.0,False,True,8315,F,1598,S,1
Earth,False,55 Cancri e,21.0,0,532.0,4.0,37.0,1.0,0.0,False,True,8316,F,1709,P,1
Earth,False,55 Cancri e,18.0,0,2.0,83.0,576.0,37.0,0.0,False,True,8317,F,1710,P,1
Mars,True,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8318,F,1711,P,4
Mars,False,TRAPPIST-1e,65.0,0,1399.0,0.0,0.0,0.0,0.0,False,True,8318,F,1711,P,4
Mars,False,55 Cancri e,25.0,0,149.0,0.0,194.0,731.0,0.0,False,True,8318,F,1711,P,4
Mars,True,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8318,F,1711,P,4
Earth,False,TRAPPIST-1e,24.0,0,0.0,0.0,729.0,,75.0,False,True,8319,F,1712,P,1
Earth,True,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8320,G,1352,P,1
Earth,False,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,693.0,False,True,8321,F,1713,P,1
Europa,False,PSO J318.5-22,45.0,1,,49.0,0.0,4864.0,3902.0,False,True,8322,U,-1,U,2
Unknown,True,55 Cancri e,52.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8322,C,312,S,2
Earth,False,PSO J318.5-22,55.0,0,0.0,465.0,277.0,48.0,0.0,True,True,8323,E,546,S,1
Earth,True,PSO J318.5-22,24.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8324,G,1353,P,1
Earth,False,TRAPPIST-1e,31.0,0,773.0,0.0,0.0,,1.0,False,True,8326,G,1354,P,1
Earth,True,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8328,G,1356,P,1
Earth,True,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8329,G,1357,P,1
Earth,False,TRAPPIST-1e,39.0,0,799.0,0.0,0.0,4.0,0.0,False,True,8330,F,1600,S,1
Earth,True,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8332,G,1358,P,1
Europa,False,55 Cancri e,33.0,0,988.0,0.0,0.0,2274.0,3098.0,False,True,8333,C,313,S,1
Earth,True,PSO J318.5-22,14.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8334,G,1359,P,1
Mars,False,TRAPPIST-1e,30.0,0,697.0,0.0,602.0,0.0,0.0,False,True,8335,E,531,P,1
Mars,True,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8336,E,547,S,1
Mars,True,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8338,F,1716,P,3
Mars,False,TRAPPIST-1e,45.0,0,506.0,0.0,2.0,829.0,0.0,False,True,8338,F,1716,P,3
Mars,True,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,,0.0,True,True,8338,F,1716,P,3
Europa,False,TRAPPIST-1e,39.0,0,0.0,261.0,,1831.0,1797.0,False,True,8339,D,246,S,2
Europa,False,TRAPPIST-1e,22.0,0,0.0,3716.0,0.0,1098.0,2065.0,False,True,8339,D,246,S,2
Earth,False,TRAPPIST-1e,37.0,0,477.0,0.0,167.0,0.0,46.0,False,True,8341,F,1601,S,1
Europa,False,TRAPPIST-1e,48.0,0,0.0,,0.0,408.0,293.0,True,True,8342,E,548,S,3
Europa,True,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8342,E,548,S,3
Europa,False,55 Cancri e,37.0,0,0.0,2215.0,2.0,1294.0,274.0,False,True,8342,E,548,S,3
Earth,False,TRAPPIST-1e,27.0,0,1403.0,169.0,1081.0,0.0,0.0,False,True,8343,F,1717,P,1
Mars,True,TRAPPIST-1e,29.0,0,0.0,0.0,,0.0,0.0,True,True,8344,D,247,S,3
Mars,False,TRAPPIST-1e,38.0,0,30.0,434.0,117.0,372.0,0.0,True,True,8344,D,247,S,3
Mars,True,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8344,D,247,S,3
Earth,False,PSO J318.5-22,18.0,0,0.0,0.0,1792.0,16.0,248.0,False,True,8345,F,1602,S,1
Earth,False,TRAPPIST-1e,,0,41.0,23.0,63.0,0.0,647.0,False,True,8346,F,1718,P,1
Mars,True,TRAPPIST-1e,47.0,0,0.0,,0.0,0.0,0.0,True,True,8348,E,532,P,1
Europa,True,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8354,B,323,S,2
Europa,True,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8354,B,323,S,2
Earth,True,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8356,G,1361,P,1
Europa,True,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8360,B,326,S,2
Europa,True,TRAPPIST-1e,31.0,0,0.0,,0.0,0.0,0.0,True,True,8360,B,326,S,2
Earth,False,TRAPPIST-1e,19.0,0,49.0,680.0,0.0,0.0,46.0,True,True,8362,F,1720,P,1
Europa,False,55 Cancri e,25.0,0,0.0,1673.0,0.0,642.0,612.0,False,True,8363,A,101,S,2
Europa,False,TRAPPIST-1e,26.0,0,0.0,690.0,1.0,1030.0,2273.0,False,True,8363,A,101,S,2
Earth,True,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8365,G,1363,P,1
Earth,False,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8366,G,1364,P,5
Earth,False,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,False,False,8366,U,-1,U,5
Earth,True,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8366,G,1364,P,5
Earth,False,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,,616.0,False,True,8366,G,1364,P,5
Earth,False,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8366,G,1364,P,5
Earth,True,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8368,G,1365,P,2
Earth,False,55 Cancri e,49.0,0,336.0,64.0,377.0,0.0,0.0,True,True,8368,F,1721,P,2
Mars,True,TRAPPIST-1e,61.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8369,F,1604,S,2
Mars,False,TRAPPIST-1e,57.0,1,435.0,22.0,1435.0,4.0,0.0,True,True,8369,E,549,S,2
Earth,False,55 Cancri e,52.0,0,0.0,0.0,638.0,115.0,0.0,True,True,8371,F,1605,S,1
Earth,False,TRAPPIST-1e,22.0,0,1.0,2.0,243.0,0.0,484.0,False,True,8373,F,1606,S,1
Europa,True,55 Cancri e,37.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8374,U,-1,U,1
Earth,False,PSO J318.5-22,15.0,0,64.0,0.0,0.0,0.0,640.0,True,True,8375,U,-1,U,1
Mars,True,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8376,F,1607,S,1
Mars,False,TRAPPIST-1e,40.0,0,963.0,14.0,320.0,1.0,0.0,False,True,8377,E,537,P,1
Earth,False,TRAPPIST-1e,13.0,0,0.0,0.0,505.0,2810.0,9.0,False,True,8378,F,1608,S,1
Earth,False,TRAPPIST-1e,24.0,0,462.0,0.0,0.0,0.0,240.0,False,True,8379,F,1609,S,1
Earth,True,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8380,G,1367,P,1
Earth,False,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,788.0,3.0,False,True,8381,E,550,S,1
Europa,False,TRAPPIST-1e,43.0,0,0.0,7269.0,0.0,2750.0,2367.0,False,False,8382,C,277,P,1
Earth,True,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8383,G,1368,P,7
Earth,True,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8383,G,1368,P,7
Earth,False,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8383,G,1368,P,7
Earth,True,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8383,G,1368,P,7
Earth,False,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8383,G,1368,P,7
Earth,False,TRAPPIST-1e,57.0,0,0.0,839.0,1.0,0.0,2.0,True,True,8383,G,1368,P,7
Earth,False,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8383,G,1368,P,7
Earth,False,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,1535.0,0.0,False,True,8384,F,1722,P,1
Earth,False,55 Cancri e,27.0,0,0.0,1283.0,0.0,2256.0,0.0,False,True,8386,G,1369,P,1
Earth,False,TRAPPIST-1e,20.0,0,781.0,0.0,33.0,,0.0,True,True,8388,F,1724,P,1
Earth,True,PSO J318.5-22,14.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8390,G,1370,P,1
Earth,False,PSO J318.5-22,24.0,0,86.0,669.0,1.0,0.0,0.0,False,True,8392,F,1610,S,1
Earth,False,TRAPPIST-1e,21.0,0,163.0,146.0,54.0,245.0,95.0,False,True,8393,F,1725,P,1
Europa,False,55 Cancri e,33.0,1,9.0,1365.0,0.0,5577.0,1483.0,False,True,8394,B,276,P,1
Europa,False,TRAPPIST-1e,32.0,0,0.0,13.0,0.0,2148.0,319.0,False,True,8395,D,260,P,1
Earth,False,PSO J318.5-22,22.0,0,2.0,104.0,404.0,0.0,0.0,True,True,8397,G,1371,P,1
Europa,True,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8398,B,329,S,2
Europa,True,Unknown,41.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8398,B,329,S,2
Europa,True,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8401,C,315,S,1
Europa,True,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8403,C,316,S,1
Earth,True,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,,0.0,True,True,8404,G,1346,S,2
Earth,True,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8404,G,1346,S,2
Earth,False,TRAPPIST-1e,37.0,0,0.0,0.0,1025.0,0.0,0.0,True,True,8405,G,1372,P,1
Mars,False,TRAPPIST-1e,21.0,0,1214.0,179.0,566.0,,619.0,False,True,8406,D,250,S,1
Earth,False,TRAPPIST-1e,34.0,0,44.0,1290.0,51.0,0.0,9.0,False,True,8407,F,1613,S,1
Earth,True,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8409,G,1373,P,1
Earth,False,TRAPPIST-1e,52.0,0,289.0,302.0,0.0,112.0,0.0,False,True,8410,F,1615,S,1
Earth,False,TRAPPIST-1e,15.0,0,0.0,3137.0,0.0,0.0,0.0,True,True,8411,F,1726,P,1
Earth,False,TRAPPIST-1e,24.0,0,0.0,171.0,591.0,22.0,0.0,False,True,8414,G,1374,P,1
Earth,False,TRAPPIST-1e,45.0,0,0.0,0.0,635.0,2.0,0.0,True,True,8416,E,553,S,1
Europa,True,55 Cancri e,13.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8418,B,330,S,2
Europa,False,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,206.0,2684.0,False,True,8418,B,330,S,2
Earth,False,TRAPPIST-1e,19.0,0,0.0,168.0,481.0,0.0,0.0,True,True,8419,F,1618,S,2
Earth,True,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8419,G,1349,S,2
Earth,False,TRAPPIST-1e,20.0,0,4210.0,4.0,0.0,58.0,0.0,False,True,8420,E,554,S,1
Earth,False,TRAPPIST-1e,27.0,0,1.0,30.0,739.0,0.0,33.0,True,True,8421,F,1619,S,1
Earth,False,TRAPPIST-1e,22.0,0,0.0,0.0,6.0,0.0,733.0,False,True,8423,F,1620,S,1
Earth,True,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8427,G,1376,P,1
Earth,True,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8429,G,1351,S,1
Earth,False,TRAPPIST-1e,29.0,0,324.0,0.0,546.0,0.0,0.0,False,True,8430,F,1621,S,1
Europa,True,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8431,B,277,P,2
Europa,False,55 Cancri e,26.0,0,1.0,4680.0,25.0,564.0,13.0,False,True,8431,B,277,P,2
Earth,True,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8432,G,1377,P,1
Earth,False,TRAPPIST-1e,25.0,0,341.0,608.0,2.0,2.0,16.0,True,True,8433,F,1729,P,1
Earth,False,PSO J318.5-22,36.0,0,52.0,0.0,132.0,334.0,176.0,False,True,8437,U,-1,U,1
Mars,False,TRAPPIST-1e,32.0,0,725.0,0.0,1641.0,0.0,0.0,False,True,8438,F,1624,S,1
Earth,True,55 Cancri e,16.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8441,G,1352,S,1
Mars,False,TRAPPIST-1e,32.0,0,857.0,158.0,0.0,33.0,0.0,False,True,8442,E,540,P,1
Earth,False,TRAPPIST-1e,48.0,0,0.0,1570.0,1.0,0.0,2.0,False,True,8444,F,1733,P,1
Earth,False,TRAPPIST-1e,25.0,0,1.0,0.0,1.0,14.0,1491.0,False,True,8447,F,1734,P,1
Europa,True,55 Cancri e,46.0,0,0.0,0.0,0.0,0.0,,True,True,8448,B,278,P,1
Europa,False,55 Cancri e,32.0,0,0.0,2154.0,0.0,9655.0,859.0,False,True,8449,C,317,S,2
Europa,False,TRAPPIST-1e,50.0,0,0.0,3070.0,0.0,44.0,562.0,True,True,8449,C,317,S,2
Mars,False,55 Cancri e,31.0,0,1997.0,0.0,0.0,0.0,0.0,False,True,8451,F,1625,S,2
Mars,True,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8451,F,1625,S,2
Europa,False,55 Cancri e,52.0,1,0.0,831.0,1536.0,0.0,7953.0,False,True,8452,C,279,P,4
Europa,True,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8452,C,279,P,4
Europa,True,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8452,C,279,P,4
Europa,False,TRAPPIST-1e,36.0,0,0.0,1055.0,18.0,1669.0,49.0,True,True,8452,C,279,P,4
Earth,False,TRAPPIST-1e,19.0,0,112.0,0.0,265.0,396.0,0.0,False,True,8454,G,1354,S,1
Europa,True,55 Cancri e,33.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8456,C,280,P,1
Earth,False,TRAPPIST-1e,23.0,0,29.0,0.0,,332.0,270.0,False,True,8457,F,1627,S,1
Europa,False,55 Cancri e,57.0,0,0.0,4301.0,31.0,665.0,6329.0,False,True,8458,C,319,S,6
Europa,True,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8458,C,319,S,6
Europa,True,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8458,C,319,S,6
Europa,True,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8458,C,319,S,6
Europa,False,TRAPPIST-1e,28.0,0,1004.0,2423.0,0.0,0.0,17.0,True,True,8458,C,319,S,6
Europa,False,TRAPPIST-1e,26.0,1,1.0,5610.0,0.0,5.0,119.0,True,True,8458,C,319,S,6
Earth,True,PSO J318.5-22,43.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8459,G,1355,S,1
Earth,False,TRAPPIST-1e,39.0,0,0.0,21.0,63.0,677.0,0.0,False,True,8460,F,1628,S,1
Earth,False,TRAPPIST-1e,21.0,0,32.0,640.0,0.0,0.0,0.0,True,True,8462,F,1629,S,1
Earth,False,55 Cancri e,24.0,0,0.0,0.0,608.0,37.0,0.0,False,True,8463,F,1630,S,1
Mars,False,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8465,E,542,P,2
Mars,True,TRAPPIST-1e,61.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8465,F,1736,P,2
Earth,False,TRAPPIST-1e,21.0,0,0.0,5.0,0.0,687.0,10.0,False,True,8466,F,1737,P,1
Earth,True,55 Cancri e,14.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8467,G,1379,P,1
Mars,False,55 Cancri e,38.0,0,1161.0,0.0,19.0,0.0,0.0,False,True,8468,D,263,P,1
Earth,True,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8469,G,1356,S,1
Europa,False,55 Cancri e,31.0,1,8243.0,280.0,0.0,3220.0,2285.0,False,True,8470,C,281,P,1
Europa,False,55 Cancri e,66.0,1,0.0,1828.0,1.0,1873.0,45.0,False,True,8471,E,556,S,1
Earth,True,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8472,G,1380,P,1
Earth,False,55 Cancri e,21.0,0,39.0,53.0,94.0,33.0,518.0,False,True,8474,F,1632,S,1
Europa,False,55 Cancri e,49.0,0,0.0,2808.0,1083.0,110.0,1132.0,False,True,8475,B,331,S,2
Europa,False,55 Cancri e,21.0,0,2.0,4887.0,64.0,4952.0,1734.0,False,True,8475,B,331,S,2
Mars,False,TRAPPIST-1e,27.0,0,244.0,0.0,492.0,297.0,23.0,True,True,8476,D,252,S,1
Earth,False,TRAPPIST-1e,23.0,0,0.0,1.0,51.0,1711.0,219.0,False,True,8477,F,1633,S,1
Earth,False,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,716.0,0.0,False,True,8479,F,1738,P,1
Earth,False,TRAPPIST-1e,49.0,0,188.0,0.0,143.0,1443.0,555.0,False,True,8480,G,1382,P,2
Earth,False,TRAPPIST-1e,38.0,0,0.0,847.0,3.0,34.0,0.0,False,True,8480,G,1382,P,2
Europa,True,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8481,B,332,S,1
Earth,True,55 Cancri e,47.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8482,G,1358,S,1
Europa,True,TRAPPIST-1e,29.0,1,0.0,0.0,0.0,0.0,0.0,True,True,8483,D,253,S,1
Earth,True,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8486,G,1360,S,1
Europa,False,55 Cancri e,32.0,1,65.0,,0.0,88.0,9811.0,False,True,8487,C,282,P,1
Earth,True,PSO J318.5-22,22.0,0,,0.0,0.0,0.0,0.0,True,True,8489,G,1383,P,1
Mars,False,55 Cancri e,35.0,0,319.0,0.0,6331.0,8.0,0.0,True,True,8491,F,1635,S,1
Earth,False,TRAPPIST-1e,28.0,0,0.0,62.0,3.0,667.0,0.0,True,True,8492,F,1740,P,1
Earth,True,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8493,G,1384,P,1
Mars,False,TRAPPIST-1e,42.0,0,770.0,0.0,1301.0,,0.0,True,True,8494,E,543,P,1
Europa,False,55 Cancri e,37.0,0,18.0,4754.0,1.0,1254.0,2.0,True,True,8495,C,283,P,1
Mars,False,TRAPPIST-1e,31.0,0,49.0,322.0,977.0,0.0,0.0,True,True,8500,F,1743,P,1
Mars,False,TRAPPIST-1e,33.0,1,1264.0,1787.0,36.0,473.0,337.0,False,True,8502,D,254,S,1
Europa,False,TRAPPIST-1e,48.0,0,3784.0,917.0,146.0,1770.0,880.0,False,True,8503,B,279,P,3
Europa,False,TRAPPIST-1e,31.0,0,0.0,529.0,0.0,,3884.0,False,True,8503,B,279,P,3
Europa,True,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8503,B,279,P,3
Earth,False,TRAPPIST-1e,44.0,0,0.0,0.0,2036.0,2.0,1.0,True,True,8504,F,1744,P,2
Earth,True,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8504,G,1385,P,2
Earth,False,TRAPPIST-1e,18.0,0,490.0,0.0,54.0,195.0,0.0,False,True,8506,F,1746,P,1
Mars,True,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8508,F,1747,P,3
Mars,True,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8508,F,1747,P,3
Mars,False,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8508,F,1747,P,3
Earth,False,TRAPPIST-1e,43.0,0,21.0,0.0,863.0,0.0,0.0,False,True,8509,G,1364,S,1
Earth,False,PSO J318.5-22,51.0,0,590.0,28.0,73.0,0.0,82.0,False,True,8511,G,1365,S,1
Earth,False,55 Cancri e,48.0,0,0.0,717.0,0.0,0.0,10.0,True,True,8512,F,1637,S,1
Mars,False,TRAPPIST-1e,51.0,0,870.0,28.0,278.0,154.0,1288.0,False,True,8514,F,1748,P,1
Earth,False,TRAPPIST-1e,20.0,0,,0.0,0.0,327.0,0.0,True,True,8516,F,1750,P,1
Europa,False,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,False,True,8521,A,102,S,1
Earth,False,TRAPPIST-1e,27.0,0,3.0,,10.0,4.0,855.0,True,True,8522,F,1751,P,1
Europa,False,55 Cancri e,56.0,0,53.0,3033.0,0.0,140.0,6102.0,False,True,8523,C,320,S,1
Europa,True,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,True,True,8524,B,333,S,1
