celebrity_name,season,week,judge_score,placement,weeks_participated,results,fan_votes,data_source,fan_vote_rank,judge_score_rank,method1_total_rank,method1_pos,judge_share,fan_share,method2_total_share,method2_pos,eliminated_week,is_eliminated
Josh Norman,26,1,24.0,2,4,2nd Place,2.515187076,pct,7.0,1.5,8.5,4.5,0.11428571428571428,0.10206737604813597,0.21635309033385025,2.0,,0
Josh Norman,26,2,31.5,2,4,2nd Place,2.402506365,pct,1.0,6.5,7.5,3.0,0.11775700934579439,0.1309682306920281,0.24872524003782248,5.0,,0
Josh Norman,26,3,38.0,2,4,2nd Place,2.234691397,pct,2.0,2.0,4.0,1.5,0.18009478672985782,0.173655293282124,0.3537500800119818,2.0,,0
Josh Norman,26,4,28.5,2,4,2nd Place,2.023139243,pct,2.0,2.0,4.0,2.0,0.3333333333333333,0.3352160083935546,0.668549341726888,2.0,,0
Adam Rippon,26,1,24.0,1,4,1st Place,2.515897948,pct,6.0,1.5,7.5,1.5,0.11428571428571428,0.10209622354041137,0.21638193782612564,1.0,,0
Adam Rippon,26,2,37.0,1,4,1st Place,2.351341919,pct,6.0,1.5,7.5,3.0,0.1383177570093458,0.1281790947028055,0.2664968517121513,2.0,,0
Adam Rippon,26,3,41.0,1,4,1st Place,2.202142138,pct,3.0,1.0,4.0,1.5,0.1943127962085308,0.17112592787384037,0.3654387240823712,1.0,,0
Adam Rippon,26,4,29.0,1,4,1st Place,2.026027809,pct,1.0,1.0,2.0,1.0,0.3391812865497076,0.33569461784559873,0.6748759043953063,1.0,,0
Juan Pablo Di Pace,27,1,22.0,5,8,Eliminated Week 8,2.468142764,pct,8.0,3.5,11.5,5.0,0.08627450980392157,0.07685841824639728,0.16313292805031884,4.0,8.0,0
Juan Pablo Di Pace,27,2,26.0,5,8,Eliminated Week 8,2.290930355,pct,7.0,2.0,9.0,3.5,0.09611829944547134,0.08313500684342658,0.1792533062888979,2.0,8.0,0
Juan Pablo Di Pace,27,3,30.0,5,8,Eliminated Week 8,2.126445292,pct,10.0,1.0,11.0,4.0,0.11070110701107011,0.09044850574856783,0.20114961275963794,1.0,8.0,0
Juan Pablo Di Pace,27,4,24.0,5,8,Eliminated Week 8,1.992016602,pct,7.0,5.5,12.5,7.5,0.10344827586206896,0.10043804814310042,0.20388632400516937,5.0,8.0,0
Juan Pablo Di Pace,27,5,29.0,5,8,Eliminated Week 8,1.824869724,pct,7.0,1.5,8.5,3.0,0.13063063063063063,0.10932217977166515,0.23995281040229577,2.0,8.0,0
Juan Pablo Di Pace,27,6,30.0,5,8,Eliminated Week 8,1.697992746,pct,8.0,1.5,9.5,4.5,0.13100436681222707,0.11011975544928003,0.2411241222615071,2.0,8.0,0
Juan Pablo Di Pace,27,7,28.0,5,8,Eliminated Week 8,1.630375462,pct,6.0,3.0,9.0,4.5,0.12873563218390804,0.1282124726080485,0.2569481047919565,4.0,8.0,0
Juan Pablo Di Pace,27,8,30.0,5,8,Eliminated Week 8,1.113520555,pct,6.0,1.0,7.0,4.0,0.18633540372670807,0.1252046529536686,0.31154005668037665,5.0,8.0,1
Evanna Lynch,27,1,18.0,3,9,3rd Place,2.522479462,pct,4.0,10.0,14.0,7.0,0.07058823529411765,0.07855047298566364,0.1491387082797813,9.0,,0
Evanna Lynch,27,2,24.0,3,9,3rd Place,2.336096802,pct,4.0,5.0,9.0,3.5,0.08872458410351201,0.08477404090321067,0.1734986250067227,5.0,,0
Evanna Lynch,27,3,27.0,3,9,3rd Place,2.173191847,pct,4.0,3.0,7.0,3.0,0.0996309963099631,0.09243687387849348,0.19206787018845656,3.0,,0
Evanna Lynch,27,4,24.0,3,9,3rd Place,2.026981836,pct,5.0,5.5,10.5,3.0,0.10344827586206896,0.10220100526519511,0.20564928112726408,4.0,,0
Evanna Lynch,27,5,24.0,3,9,3rd Place,1.864414394,pct,4.0,6.5,10.5,5.0,0.10810810810810811,0.11169117601610676,0.21979928412421487,6.0,,0
Evanna Lynch,27,6,29.0,3,9,3rd Place,1.738604907,pct,6.0,3.0,9.0,3.0,0.12663755458515283,0.11275357190587094,0.2393911264910238,3.0,,0
Evanna Lynch,27,7,29.5,3,9,3rd Place,1.641064593,pct,5.0,1.0,6.0,2.5,0.135632183908046,0.12905306420641577,0.26468524811446176,1.0,,0
Evanna Lynch,27,8,29.0,3,9,3rd Place,1.534046996,pct,4.0,2.5,6.5,2.0,0.18012422360248448,0.1724887977023449,0.3526130213048294,2.0,,0
Evanna Lynch,27,9,30.0,3,9,3rd Place,1.386383324,pct,3.0,1.5,4.5,3.0,0.2597402597402597,0.24651545865603855,0.5062557183962982,3.0,,0
Nancy McKeon,27,1,19.5,11,3,Eliminated Week 3,2.452603222,pct,12.0,8.0,20.0,11.5,0.07647058823529412,0.0763745140590812,0.1528451022943753,8.0,3.0,0
Nancy McKeon,27,2,20.5,11,3,Eliminated Week 3,2.287231511,pct,8.0,9.0,17.0,10.0,0.07578558225508318,0.08300078040542873,0.1587863626605119,9.0,3.0,0
Nancy McKeon,27,3,22.0,11,3,Eliminated Week 3,1.797269297,pct,11.0,9.0,20.0,11.0,0.08118081180811808,0.07644698076785929,0.15762779257597737,11.0,3.0,1
John Schneider,27,1,18.0,8,7,Eliminated Week 7,2.462473615,pct,10.0,10.0,20.0,11.5,0.07058823529411765,0.07668187990700356,0.1472701152011212,11.0,7.0,0
John Schneider,27,2,21.5,8,7,Eliminated Week 7,2.279368147,pct,11.0,8.0,19.0,11.0,0.07948243992606285,0.08271542872787747,0.1621978686539403,8.0,7.0,0
John Schneider,27,3,21.0,8,7,Eliminated Week 7,2.141804959,pct,7.0,10.0,17.0,10.0,0.07749077490774908,0.09110183030583349,0.16859260521358257,9.0,7.0,0
John Schneider,27,4,21.0,8,7,Eliminated Week 7,1.991305339,pct,8.0,8.0,16.0,10.0,0.09051724137931035,0.10040218605873591,0.19091942743804624,7.0,7.0,0
John Schneider,27,5,24.0,8,7,Eliminated Week 7,1.788308952,pct,9.0,6.5,15.5,9.0,0.10810810810810811,0.10713193942924011,0.2152400475373482,7.0,7.0,0
John Schneider,27,6,19.0,8,7,Eliminated Week 7,1.764655045,pct,3.0,9.0,12.0,7.5,0.08296943231441048,0.11444299892653266,0.19741243124094315,8.0,7.0,0
John Schneider,27,7,27.0,8,7,Eliminated Week 7,1.314347654,pct,8.0,5.0,13.0,7.0,0.12413793103448276,0.10336009496806804,0.2274980260025508,7.0,7.0,1
Milo Manheim,27,1,20.0,2,9,2nd Place,2.535222831,pct,3.0,6.0,9.0,3.0,0.0784313725490196,0.07894730383303442,0.15737867638205402,5.0,,0
Milo Manheim,27,2,26.0,2,9,2nd Place,2.356551855,pct,3.0,2.0,5.0,1.5,0.09611829944547134,0.08551632927851034,0.18163462872398167,1.0,,0
Milo Manheim,27,3,27.0,2,9,2nd Place,2.19455543,pct,3.0,3.0,6.0,1.0,0.0996309963099631,0.0933455754411695,0.1929765717511326,2.0,,0
Milo Manheim,27,4,29.0,2,9,2nd Place,2.038189284,pct,4.0,1.0,5.0,1.0,0.125,0.10276608800630034,0.22776608800630033,1.0,,0
Milo Manheim,27,5,27.0,2,9,2nd Place,1.891273413,pct,2.0,3.0,5.0,2.0,0.12162162162162163,0.11330021498748737,0.23492183660910898,3.0,,0
Milo Manheim,27,6,30.0,2,9,2nd Place,1.758238972,pct,5.0,1.5,6.5,2.0,0.13100436681222707,0.11402689797947671,0.24503126479170378,1.0,,0
Milo Manheim,27,7,29.0,2,9,2nd Place,1.664326298,pct,3.0,2.0,5.0,1.0,0.13333333333333333,0.13088236106756357,0.26421569440089687,2.0,,0
Milo Manheim,27,8,27.5,2,9,2nd Place,1.571481982,pct,3.0,4.0,7.0,4.0,0.17080745341614906,0.17669800103443378,0.34750545445058284,3.0,,0
Milo Manheim,27,9,30.0,2,9,2nd Place,1.412385317,pct,2.0,1.5,3.5,1.0,0.2597402597402597,0.25113892254182174,0.5108791822820815,1.0,,0
Danelle Umstead,27,1,18.0,12,2,Eliminated Week 2,2.48278888,pct,7.0,10.0,17.0,10.0,0.07058823529411765,0.07731450098424868,0.1479027362783663,10.0,2.0,0
Danelle Umstead,27,2,18.5,12,2,Eliminated Week 2,1.991562729,pct,12.0,11.0,23.0,12.0,0.06839186691312385,0.07227132887002508,0.14066319578314893,12.0,2.0,1
Mary Lou Retton,27,1,20.0,9,6,Eliminated Week 6,2.463910367,pct,9.0,6.0,15.0,8.5,0.0784313725490196,0.07672662062773618,0.15515799317675577,7.0,6.0,0
Mary Lou Retton,27,2,23.0,9,6,Eliminated Week 6,2.285327239,pct,9.0,7.0,16.0,9.0,0.08502772643253234,0.08293167674830261,0.16795940318083497,7.0,6.0,0
Mary Lou Retton,27,3,24.0,9,6,Eliminated Week 6,2.135388368,pct,8.0,7.0,15.0,9.0,0.08856088560885608,0.09082890013916843,0.1793897857480245,7.0,6.0,0
Mary Lou Retton,27,4,26.0,9,6,Eliminated Week 6,1.967336894,pct,9.0,2.5,11.5,5.0,0.11206896551724138,0.09919369019057485,0.21126265570781622,3.0,6.0,0
Mary Lou Retton,27,5,25.0,9,6,Eliminated Week 6,1.809308551,pct,8.0,5.0,13.0,7.0,0.11261261261261261,0.10838995906035044,0.22100257167296306,5.0,6.0,0
Mary Lou Retton,27,6,24.0,9,6,Eliminated Week 6,1.358365822,pct,9.0,6.0,15.0,9.0,0.10480349344978165,0.08809396417132882,0.1928974576211105,9.0,6.0,1
DeMarcus Ware,27,1,23.0,7,7,Eliminated Week 7,2.483967259,pct,6.0,1.5,7.5,2.0,0.09019607843137255,0.07735119592238426,0.16754727435375683,1.0,7.0,0
DeMarcus Ware,27,2,23.5,7,7,Eliminated Week 7,2.313179104,pct,6.0,6.0,12.0,5.5,0.08687615526802218,0.08394238621064994,0.17081854147867212,6.0,7.0,0
DeMarcus Ware,27,3,26.0,7,7,Eliminated Week 7,2.151964906,pct,6.0,5.5,11.5,5.0,0.0959409594095941,0.09153398439326377,0.18747494380285787,6.0,7.0,0
DeMarcus Ware,27,4,22.0,7,7,Eliminated Week 7,2.024911489,pct,6.0,7.0,13.0,9.0,0.09482758620689655,0.10209661777592913,0.19692420398282567,6.0,7.0,0
DeMarcus Ware,27,5,26.0,7,7,Eliminated Week 7,1.843591026,pct,5.0,4.0,9.0,4.0,0.11711711711711711,0.11044371382743189,0.227560830944549,4.0,7.0,0
DeMarcus Ware,27,6,26.0,7,7,Eliminated Week 7,1.728173688,pct,7.0,5.0,12.0,7.5,0.11353711790393013,0.1120770770927901,0.22561419499672025,5.0,7.0,0
DeMarcus Ware,27,7,26.5,7,7,Eliminated Week 7,1.343225109,pct,7.0,6.5,13.5,8.0,0.12183908045977011,0.10563101353527699,0.22747009399504708,8.0,7.0,1
Nikki Glaser,27,1,17.5,13,1,Eliminated Week 1,2.135521351,pct,13.0,12.0,25.0,13.0,0.06862745098039216,0.0665005264538536,0.13512797743424576,12.0,1.0,1
Bobby Bones,27,1,20.0,1,9,1st Place,2.49078733,pct,5.0,6.0,11.0,4.0,0.0784313725490196,0.07756357418389884,0.15599494673291844,6.0,,0
Bobby Bones,27,2,19.5,1,9,1st Place,2.335610134,pct,5.0,10.0,15.0,8.0,0.07208872458410351,0.08475638032814248,0.156845104912246,10.0,,0
Bobby Bones,27,3,23.0,1,9,1st Place,2.167561576,pct,5.0,8.0,13.0,7.5,0.08487084870848709,0.09219738989043821,0.1770682385989253,8.0,,0
Bobby Bones,27,4,20.0,1,9,1st Place,2.042724705,pct,3.0,9.0,12.0,6.0,0.08620689655172414,0.10299476523333242,0.18920166178505657,8.0,,0
Bobby Bones,27,5,21.0,1,9,1st Place,1.838480668,pct,6.0,8.0,14.0,8.0,0.0945945945945946,0.11013756842503628,0.20473216301963088,8.0,,0
Bobby Bones,27,6,22.0,1,9,1st Place,1.760640505,pct,4.0,7.5,11.5,6.0,0.09606986899563319,0.11418264436136578,0.21025251335699896,7.0,,0
Bobby Bones,27,7,26.5,1,9,1st Place,1.6609059,pct,4.0,6.5,10.5,6.0,0.12183908045977011,0.13061338150113555,0.25245246196090565,5.0,,0
Bobby Bones,27,8,22.5,1,9,1st Place,1.680869021,pct,1.0,6.0,7.0,4.0,0.13975155279503104,0.1889975191655781,0.32874907196060915,4.0,,0
Bobby Bones,27,9,27.0,1,9,1st Place,1.360459515,pct,4.0,4.0,8.0,4.0,0.23376623376623376,0.24190589681616564,0.47567213058239943,4.0,,0
Tinashe,27,1,23.0,10,4,Eliminated Week 4,2.456247454,pct,11.0,1.5,12.5,6.0,0.09019607843137255,0.07648799611179236,0.16668407454316492,3.0,4.0,0
Tinashe,27,2,26.0,10,4,Eliminated Week 4,2.28040502,pct,10.0,2.0,12.0,5.5,0.09611829944547134,0.08275305555654236,0.1788713550020137,3.0,4.0,0
Tinashe,27,3,27.0,10,4,Eliminated Week 4,2.127791681,pct,9.0,3.0,12.0,6.0,0.0996309963099631,0.0905057745029837,0.19013677081294678,5.0,4.0,0
Tinashe,27,4,26.0,10,4,Eliminated Week 4,1.510305978,pct,10.0,2.5,12.5,7.5,0.11206896551724138,0.07615006038447483,0.1882190259017162,9.0,4.0,1
Alexis Ren,27,1,22.0,4,9,4th Place,2.585879493,pct,1.0,3.5,4.5,1.0,0.08627450980392157,0.08052476157646436,0.16679927138038592,2.0,9.0,0
Alexis Ren,27,2,24.5,4,9,4th Place,2.41021674,pct,1.0,4.0,5.0,1.5,0.09057301293900184,0.08746376105965967,0.17803677399866152,4.0,9.0,0
Alexis Ren,27,3,26.0,4,9,4th Place,2.252571094,pct,1.0,5.5,6.5,2.0,0.0959409594095941,0.09581327594517616,0.19175423535477026,4.0,9.0,0
Alexis Ren,27,4,25.0,4,9,4th Place,2.098202238,pct,2.0,4.0,6.0,2.0,0.10775862068965517,0.10579195835146209,0.21355057904111724,2.0,9.0,0
Alexis Ren,27,5,29.0,4,9,4th Place,1.942290164,pct,1.0,1.5,2.5,1.0,0.13063063063063063,0.11635646736037636,0.246987097991007,1.0,9.0,0
Alexis Ren,27,6,27.0,4,9,4th Place,1.820860276,pct,1.0,4.0,5.0,1.0,0.11790393013100436,0.11808807120806661,0.23599200133907097,4.0,9.0,0
Alexis Ren,27,7,27.5,4,9,4th Place,1.725232257,pct,2.0,4.0,6.0,2.5,0.12643678160919541,0.1356719962049663,0.26210877781416175,3.0,9.0,0
Alexis Ren,27,8,29.0,4,9,4th Place,1.600579717,pct,2.0,2.5,4.5,1.0,0.18012422360248448,0.17996976085606797,0.36009398445855245,1.0,9.0,0
Alexis Ren,27,9,28.5,4,9,4th Place,1.464692273,pct,1.0,3.0,4.0,2.0,0.24675324675324675,0.2604397219859741,0.5071929687392208,2.0,9.0,1
Joe Amabile,27,1,14.0,6,8,Eliminated Week 8,2.57282477,pct,2.0,13.0,15.0,8.5,0.054901960784313725,0.08011823510844159,0.13502019589275532,13.0,8.0,0
Joe Amabile,27,2,17.5,6,8,Eliminated Week 8,2.390267419,pct,2.0,12.0,14.0,7.0,0.06469500924214418,0.08673982506822413,0.1514348343103683,11.0,8.0,0
Joe Amabile,27,3,18.0,6,8,Eliminated Week 8,2.241465742,pct,2.0,11.0,13.0,7.5,0.06642066420664207,0.09534090898704618,0.16176157319368825,10.0,8.0,0
Joe Amabile,27,4,15.0,6,8,Eliminated Week 8,2.141312311,pct,1.0,10.0,11.0,4.0,0.06465517241379311,0.10796558059089491,0.17262075300468802,10.0,8.0,0
Joe Amabile,27,5,17.0,6,8,Eliminated Week 8,1.890047612,pct,3.0,9.0,12.0,6.0,0.07657657657657657,0.11322678112230572,0.1898033576988823,9.0,8.0,0
Joe Amabile,27,6,22.0,6,8,Eliminated Week 8,1.791978726,pct,2.0,7.5,9.5,4.5,0.09606986899563319,0.11621501890528829,0.21228488790092148,6.0,8.0,0
Joe Amabile,27,7,23.5,6,8,Eliminated Week 8,1.736722866,pct,1.0,8.0,9.0,4.5,0.10804597701149425,0.1365756159085253,0.24462159292001956,6.0,8.0,0
Joe Amabile,27,8,23.0,6,8,Eliminated Week 8,1.393105351,pct,5.0,5.0,10.0,6.0,0.14285714285714285,0.15664126828790662,0.2994984111450495,6.0,8.0,1
Kate Flannery,28,1,15.0,7,8,Eliminated Week 8,9.572020503,rank,9.0,9.5,18.5,10.0,0.07614213197969544,0.03888594691136776,0.1150280788910632,10.0,8.0,0
Kate Flannery,28,2,21.0,7,8,Eliminated Week 8,13.14581262,rank,7.0,2.0,9.0,5.5,0.0958904109589041,0.06500290588114059,0.1608933168400447,6.0,8.0,0
Kate Flannery,28,3,24.0,7,8,Eliminated Week 8,11.28206809,rank,7.0,1.5,8.5,3.5,0.12121212121212122,0.08099994211946496,0.20221206333158617,6.0,8.0,0
Kate Flannery,28,4,26.0,7,8,Eliminated Week 8,5.800197576,rank,8.0,8.0,16.0,9.0,0.09219858156028368,0.04431350348517365,0.13651208504545734,9.0,8.0,0
Kate Flannery,28,5,24.0,7,8,Eliminated Week 8,5.161322424,rank,7.0,5.5,12.5,6.0,0.11162790697674418,0.05849455823908762,0.1701224652158318,7.0,8.0,0
Kate Flannery,28,6,27.0,7,8,Eliminated Week 8,6.115005609,rank,7.0,2.0,9.0,4.0,0.11842105263157894,0.08404024434328808,0.20246129697486703,6.0,8.0,0
Kate Flannery,28,7,24.0,7,8,Eliminated Week 8,4.129731497,rank,7.0,7.0,14.0,7.0,0.1188118811881188,0.061761012041726245,0.18057289322984504,7.0,8.0,0
Kate Flannery,28,8,25.9998,7,8,Eliminated Week 8,1.862904509,rank,7.0,5.0,12.0,6.5,0.13471454803957736,0.03522386237218716,0.16993841041176452,7.0,8.0,1
James Van Der Beek,28,1,21.0,5,10,Eliminated Week 10,26.35587114,rank,3.0,1.0,4.0,2.0,0.1065989847715736,0.10706966263096498,0.2136686474025386,3.0,10.0,0
James Van Der Beek,28,2,20.0,5,10,Eliminated Week 10,16.98623098,rank,5.0,4.0,9.0,5.5,0.091324200913242,0.08399285807469956,0.17531705898794156,5.0,10.0,0
James Van Der Beek,28,3,23.0,5,10,Eliminated Week 10,12.84842212,rank,5.0,3.5,8.5,3.5,0.11616161616161616,0.09224562728609212,0.20840724344770828,4.0,10.0,0
James Van Der Beek,28,4,28.0,5,10,Eliminated Week 10,8.496793469,rank,6.0,6.5,12.5,5.0,0.09929078014184398,0.06491549332031446,0.16420627346215844,5.0,10.0,0
James Van Der Beek,28,5,26.0,5,10,Eliminated Week 10,9.143105638,rank,5.0,2.5,7.5,4.0,0.12093023255813953,0.10362110352595198,0.2245513360840915,5.0,10.0,0
James Van Der Beek,28,6,27.0,5,10,Eliminated Week 10,8.822773695,rank,5.0,2.0,7.0,2.0,0.11842105263157894,0.12125386377766358,0.23967491640924252,4.0,10.0,0
James Van Der Beek,28,7,27.0,5,10,Eliminated Week 10,7.555498137,rank,5.0,2.0,7.0,4.0,0.13366336633663367,0.11299408006536973,0.2466574464020034,4.0,10.0,0
James Van Der Beek,28,8,31.9998,5,10,Eliminated Week 10,6.337146269,rank,6.0,1.0,7.0,3.0,0.1658027598041857,0.11982297908092902,0.2856257388851147,5.0,10.0,0
James Van Der Beek,28,9,36.0,5,10,Eliminated Week 10,5.338877903,rank,5.0,3.0,8.0,5.0,0.17266187050359713,0.12099063155188,0.2936525020554771,5.0,10.0,0
James Van Der Beek,28,10,25.5,5,10,Eliminated Week 10,2.634584306,rank,5.0,5.0,10.0,5.0,0.18545454545454546,0.07084434610236448,0.25629889155690994,5.0,10.0,1
Kel Mitchell,28,1,16.0,2,11,2nd Place,21.93349988,rank,5.0,7.5,12.5,5.5,0.08121827411167512,0.08910395789967847,0.1703222320113536,5.0,,0
Kel Mitchell,28,2,20.0,2,11,2nd Place,23.73957289,rank,4.0,4.0,8.0,3.0,0.091324200913242,0.11738652199251771,0.2087107229057597,4.0,,0
Kel Mitchell,28,3,20.0,2,11,2nd Place,14.67742099,rank,4.0,6.5,10.5,6.0,0.10101010101010101,0.10537697886319174,0.20638707987329274,5.0,,0
Kel Mitchell,28,4,32.0,2,11,2nd Place,18.44866018,rank,4.0,2.5,6.5,4.0,0.11347517730496454,0.14094774470544938,0.25442292201041394,4.0,,0
Kel Mitchell,28,5,26.0,2,11,2nd Place,13.55990342,rank,3.0,2.5,5.5,3.0,0.12093023255813953,0.15367777773954341,0.27460801029768295,3.0,,0
Kel Mitchell,28,6,26.0,2,11,2nd Place,9.878594246,rank,3.0,4.5,7.5,3.0,0.11403508771929824,0.13576430297629835,0.2497993906955966,3.0,,0
Kel Mitchell,28,7,25.5,2,11,2nd Place,7.756209143,rank,4.0,5.0,9.0,5.0,0.12623762376237624,0.11599575580808523,0.24223337957046148,5.0,,0
Kel Mitchell,28,8,29.9998,2,11,2nd Place,7.259462514,rank,4.0,4.0,8.0,4.5,0.15544002254931627,0.1372621662859413,0.29270218883525756,4.0,,0
Kel Mitchell,28,9,37.0,2,11,2nd Place,7.649605319,rank,4.0,2.0,6.0,3.0,0.1774580335731415,0.17335676063098582,0.3508147942041273,4.0,,0
Kel Mitchell,28,10,28.5,2,11,2nd Place,7.019955729,rank,4.0,2.0,6.0,4.0,0.20727272727272728,0.18876760639465845,0.3960403336673857,4.0,,0
Kel Mitchell,28,11,29.5,2,11,2nd Place,6.179004098,rank,4.0,2.0,6.0,3.5,0.25213675213675213,0.20460726272163351,0.45674401485838567,4.0,,0
Ray Lewis,28,1,15.0,11,2,Withdrew,8.787803652,rank,10.0,9.5,19.5,11.0,0.07614213197969544,0.03570009760970481,0.11184222958940024,11.0,2.0,0
Ray Lewis,28,2,15.0,11,2,Withdrew,3.33250872,rank,11.0,10.5,21.5,11.0,0.0684931506849315,0.016478460247080585,0.08497161093201208,11.0,2.0,1
Lamar Odom,28,1,11.0,10,4,Eliminated Week 4,10.0195395,rank,8.0,12.0,20.0,12.0,0.05583756345177665,0.04070397477222708,0.09654153822400373,12.0,4.0,0
Lamar Odom,28,2,12.0,10,4,Eliminated Week 4,9.749566031,rank,9.0,12.0,21.0,10.0,0.0547945205479452,0.04820927708423844,0.10300379763218365,10.0,4.0,0
Lamar Odom,28,3,12.0,10,4,Eliminated Week 4,7.071515286,rank,8.0,10.0,18.0,10.0,0.06060606060606061,0.0507701535120687,0.11137621411812931,10.0,4.0,0
Lamar Odom,28,4,20.0,10,4,Eliminated Week 4,3.264401343,rank,10.0,10.0,20.0,10.0,0.07092198581560284,0.024940022886219698,0.09586200870182254,10.0,4.0,1
Sailor Brinkley-Cook,28,1,18.0,9,6,Eliminated Week 6,8.703973062,rank,11.0,4.0,15.0,7.0,0.09137055837563451,0.035359539221716925,0.12673009759735143,8.0,6.0,0
Sailor Brinkley-Cook,28,2,18.0,9,6,Eliminated Week 6,5.918341817,rank,10.0,8.0,18.0,9.0,0.0821917808219178,0.029264787748273076,0.11145656857019087,9.0,6.0,0
Sailor Brinkley-Cook,28,3,23.0,9,6,Eliminated Week 6,5.940374362,rank,10.0,3.5,13.5,7.0,0.11616161616161616,0.04264909373454717,0.15881070989616333,8.0,6.0,0
Sailor Brinkley-Cook,28,4,31.0,9,6,Eliminated Week 6,4.416108751,rank,9.0,5.0,14.0,7.5,0.1099290780141844,0.03373906629285905,0.14366814430704344,8.0,6.0,0
Sailor Brinkley-Cook,28,5,24.0,9,6,Eliminated Week 6,3.198545805,rank,9.0,5.5,14.5,7.0,0.11162790697674418,0.03624991978818526,0.14787782676492944,9.0,6.0,0
Sailor Brinkley-Cook,28,6,27.0,9,6,Eliminated Week 6,1.155700773,rank,9.0,2.0,11.0,7.0,0.11842105263157894,0.015883121220313982,0.13430417385189292,9.0,6.0,1
Sean Spicer,28,1,12.0,6,9,Eliminated Week 9,18.15575945,rank,6.0,11.0,17.0,8.0,0.06091370558375635,0.07375703989424098,0.13467074547799734,7.0,9.0,0
Sean Spicer,28,2,16.0,6,9,Eliminated Week 9,16.72308435,rank,6.0,9.0,15.0,8.0,0.0730593607305936,0.08269166079482922,0.1557510215254228,7.0,9.0,0
Sean Spicer,28,3,15.0,6,9,Eliminated Week 9,12.17604132,rank,6.0,9.0,15.0,8.0,0.07575757575757576,0.08741824941106287,0.16317582516863863,7.0,9.0,0
Sean Spicer,28,4,21.0,6,9,Eliminated Week 9,10.74167741,rank,5.0,9.0,14.0,7.5,0.07446808510638298,0.08206640430909451,0.15653448941547748,6.0,9.0,0
Sean Spicer,28,5,19.0,6,9,Eliminated Week 9,8.178404367,rank,6.0,9.0,15.0,8.0,0.08837209302325581,0.09268790268241729,0.1810599957056731,6.0,9.0,0
Sean Spicer,28,6,21.0,6,9,Eliminated Week 9,7.917661398,rank,6.0,9.0,15.0,9.0,0.09210526315789473,0.10881465055992885,0.20091991371782358,7.0,9.0,0
Sean Spicer,28,7,21.0,6,9,Eliminated Week 9,7.260511569,rank,6.0,8.0,14.0,7.0,0.10396039603960396,0.10858249326084497,0.21254288930044893,6.0,9.0,0
Sean Spicer,28,8,20.0,6,9,Eliminated Week 9,7.104847822,rank,5.0,7.0,12.0,6.5,0.1036273725486945,0.134338706384795,0.2379660789334895,6.0,9.0,0
Sean Spicer,28,9,25.0,6,9,Eliminated Week 9,3.335476088,rank,6.0,6.0,12.0,6.0,0.11990407673860912,0.07558917168466178,0.1954932484232709,6.0,9.0,1
Mary Wilson,28,1,17.0,12,2,Eliminated Week 2,7.390481203,rank,12.0,5.5,17.5,9.0,0.08629441624365482,0.030023531564652286,0.1163179478083071,9.0,2.0,0
Mary Wilson,28,2,15.0,12,2,Eliminated Week 2,2.718041623,rank,12.0,10.5,22.5,12.0,0.0684931506849315,0.013440067107916195,0.08193321779284769,12.0,2.0,1
Lauren Alaina,28,1,19.0,4,11,4th Place,43.85044464,rank,2.0,3.0,5.0,3.0,0.09644670050761421,0.17814066129261727,0.27458736180023147,2.0,11.0,0
Lauren Alaina,28,2,19.0,4,11,4th Place,27.09610443,rank,2.0,6.5,8.5,4.0,0.0867579908675799,0.13398376935094689,0.2207417602185268,3.0,11.0,0
Lauren Alaina,28,3,20.0,4,11,4th Place,20.68467171,rank,3.0,6.5,9.5,5.0,0.10101010101010101,0.14850621339142567,0.24951631440152666,3.0,11.0,0
Lauren Alaina,28,4,32.0,4,11,4th Place,26.18180378,rank,2.0,2.5,4.5,2.0,0.11347517730496454,0.20002895381596264,0.3135041311209272,2.0,11.0,0
Lauren Alaina,28,5,23.0,4,11,4th Place,12.16070373,rank,4.0,7.0,11.0,5.0,0.10697674418604651,0.13782029761502362,0.24479704180107015,4.0,11.0,0
Lauren Alaina,28,6,26.0,4,11,4th Place,13.44550912,rank,1.0,4.5,5.5,1.0,0.11403508771929824,0.18478541869228046,0.2988205064115787,1.0,11.0,0
Lauren Alaina,28,7,27.0,4,11,4th Place,14.77033842,rank,1.0,2.0,3.0,1.0,0.13366336633663367,0.22089354953964258,0.35455691587627625,1.0,11.0,0
Lauren Alaina,28,8,24.0,4,11,4th Place,9.630960438,rank,2.0,6.0,8.0,4.5,0.1243528470584334,0.1821025303987234,0.3064553774571568,3.0,11.0,0
Lauren Alaina,28,9,35.0,4,11,4th Place,9.437649161,rank,2.0,5.0,7.0,4.0,0.16786570743405277,0.21387773856240974,0.3817434459964625,3.0,11.0,0
Lauren Alaina,28,10,27.0,4,11,4th Place,9.698650335,rank,1.0,3.5,4.5,2.0,0.19636363636363635,0.26079808472773663,0.457161721091373,1.0,11.0,0
Lauren Alaina,28,11,28.5,4,11,4th Place,7.914120282,rank,2.0,4.0,6.0,3.5,0.24358974358974358,0.26206269846526037,0.5056524420550039,2.0,11.0,1
Ally Brooke,28,1,16.0,3,11,3rd Place,23.62812279,rank,4.0,7.5,11.5,4.0,0.08121827411167512,0.09598829506677863,0.17720656917845373,4.0,,0
