celebrity_name,season,placement,weeks_participated,results,ballroom_partner,celebrity_industry,celebrity_age_during_season,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum
Rashad Jennings,24,1,10,Winner,Emma Slater,Athlete,32,0,31.0,32.0,28.0,39.0,32.0,35.0,39.0,37.5,38.5,39.6666,
Ray Lewis,28,11,2,Eliminated,Cheryl Burke,Athlete,44,0,15.0,15.0,,,,,,,,,
Redfoo,20,12,2,Eliminated,Emma Slater,Singer/Rapper,39,1,22.0,31.0,,,,,,,,,
Reginald VelJohnson,33,10,3,Eliminated,Emma Slater,Actor/Actress,74,2,16.0,15.0,21.0,,,,,,,,
Rick Fox,11,6,7,Eliminated,Cheryl Burke,Athlete,41,0,22.0,21.0,24.0,19.5,24.0,30.0,34.5,,,,
Rick Perry,23,12,3,Eliminated,Emma Slater,Politician,66,2,20.0,22.0,23.0,,,,,,,,
Ricki Lake,13,3,10,Finalist,Derek Hough,Actor/Actress,42,0,20.0,23.0,27.0,29.0,24.0,29.0,26.5,26.0,33.4999,27.9999,
Riker Lynch,20,2,10,Finalist,Allison Holker,Actor/Actress,23,0,31.0,32.0,34.0,34.0,38.0,38.0,37.0,39.0,40.0,40.0,
Rob Kardashian,13,2,10,Finalist,Cheryl Burke,TV Personality,24,0,16.0,21.0,24.0,24.0,25.0,22.0,25.5,25.5,32.4998,28.3332,
Robert Herjavec,20,6,8,Eliminated,Kym Johnson,Entrepreneur,52,3,28.0,28.0,29.0,34.0,24.0,33.5,31.0,31.0,,,
Robert Irwin,34,1,11,Winner,Witney Carson (Xoshitl Gomez week 9),Conservationist,22,0,15.0,22.0,22.0,22.0,35.0,36.0,41.0,38.0,42.0,29.5,29.666600000000003
Rocco DiSpirito,7,9,4,Eliminated,Karina Smirnoff,TV Personality,41,3,17.5,16.0,20.0,18.0,,,,,,,
Romeo,12,5,8,Eliminated,Chelsie Hightower,Singer/Rapper,21,2,19.0,23.0,20.0,23.0,26.0,28.0,30.0,26.0,,,
Roshon Fegan,14,6,8,Eliminated,Chelsie Hightower,Actor/Actress,20,1,23.0,26.0,25.0,26.0,26.0,27.9998,26.0,28.0,,,
Rumer Willis,20,1,10,Winner,Valentin Chmerkovskiy,Actor/Actress,26,0,32.0,32.0,33.0,35.0,39.0,35.5,37.0,40.0,39.0,40.0,
Ryan Lochte,23,7,8,Eliminated,Cheryl Burke,Athlete,32,1,24.0,24.0,25.0,22.0,24.0,30.0,33.0,26.0,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,30.0,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,30.0,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,30.0,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,30.0,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,35.5,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,35.5,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,35.5,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,35.5,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,30.0,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,30.0,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,30.0,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,30.0,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,35.5,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,35.5,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,35.5,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,35.5,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,30.0,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,30.0,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,30.0,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,30.0,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,35.5,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,35.5,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,35.5,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,27.0,35.5,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,30.0,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,30.0,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,30.0,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,30.0,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,35.5,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,35.5,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,35.5,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,26.0,26.0,25.5,35.5,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,30.0,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,30.0,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,30.0,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,30.0,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,35.5,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,35.5,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,35.5,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,35.5,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,30.0,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,30.0,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,30.0,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,30.0,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,35.5,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,35.5,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,35.5,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,35.5,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,30.0,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,30.0,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,30.0,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,30.0,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,35.5,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,35.5,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,35.5,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,27.0,35.5,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,30.0,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,30.0,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,30.0,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,30.0,29.25,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,35.5,28.0,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,35.5,28.0,30.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,35.5,29.25,25.0,,,,,
Sabrina Bryan,5,7,6,Eliminated,Mark Ballas,Actor/Actress,23,0,22.5,26.0,25.5,35.5,29.25,30.0,,,,,
Sadie Robertson,19,2,11,Finalist,Mark Ballas,TV Personality,17,0,34.0,31.0,32.0,37.0,36.0,35.0,31.0,38.0,36.5,37.0,39.333200000000005
Sailor Brinkley-Cook,28,9,6,Eliminated,Valentin Chmerkovskiy,Model,21,0,18.0,18.0,23.0,31.0,24.0,27.0,,,,,
Sam Champion,31,13,4,Eliminated,Cheryl Burke,News Anchor,61,1,20.0,26.0,25.0,25.0,,,,,,,
Sara Evans,3,6,5,Eliminated,Tony Dovolani,Singer/Rapper,35,2,15.0,21.0,25.0,20.0,24.0,,,,,,
Sasha Pieterse,25,10,5,Eliminated,Gleb Savchenko,Actor/Actress,21,1,18.0,22.5,19.0,24.0,24.0,,,,,,
Scott Hoying,34,10,6,Eliminated,Rylee Arnold,Singer/Rapper,34,2,10.0,18.0,22.0,21.0,30.0,28.0,,,,,
Sean Avery,18,11,2,Eliminated,Karina Smirnoff,Athlete,33,1,20.0,21.0,,,,,,,,,
Sean Lowe,16,6,8,Eliminated,Peta Murgatroyd,TV Personality,29,2,19.0,20.0,21.0,20.0,24.0,23.0,24.0,21.0,,,
Sean Spicer,28,6,9,Eliminated,Lindsay Arnold,Politician,48,7,12.0,16.0,15.0,21.0,19.0,21.0,21.0,20.0,25.0,,
Selma Blair,31,12,5,Eliminated,Sasha Farber,Actor/Actress,50,0,28.0,28.0,28.0,32.0,40.0,,,,,,
Shandi Finnessey,4,10,3,Eliminated,Brian Fortuna,Beauty Pagent,28,1,19.0,20.0,21.0,,,,,,,,
Shangela,31,4,10,Eliminated,Gleb Savchenko,TV Personality,40,0,28.0,28.0,30.0,32.0,38.5,36.0,36.5,42.0,36.5,38.0,
Shanna Moakler,3,10,2,Eliminated,Jesse DeSoto,Model,31,0,18.0,22.0,,,,,,,,,
Shannen Doherty,10,11,2,Eliminated,Mark Ballas,Actor/Actress,38,0,18.0,20.0,,,,,,,,,
Shannon Elizabeth,6,6,7,Eliminated,Derek Hough,Actor/Actress,34,0,21.0,24.0,24.0,28.0,23.0,24.0,25.5,,,,
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,26.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,26.0,28.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,26.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,25.0,28.25,28.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,26.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,28.0,27.8333,29.5,28.0,30.0
