celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,is_from_usa,is_final_awarded,is_final_reached,season_total_weeks,weeks_participated,low_score_advanced_week,low_score_advanced_weeks,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum,week1_percentage,week1_percentage_rank,week2_percentage,week2_percentage_rank,week3_percentage,week3_percentage_rank,week4_percentage,week4_percentage_rank,week5_percentage,week5_percentage_rank,week6_percentage,week6_percentage_rank,week7_percentage,week7_percentage_rank,week8_percentage,week8_percentage_rank,week9_percentage,week9_percentage_rank,week10_percentage,week10_percentage_rank,week11_percentage,week11_percentage_rank
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,7.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,8.0,8.0,7.5,7.5,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,10.0,9.0,9.0,0.0,9.5,9.0,8.5,0.0,9.0,8.5,9.0,0.0,10.0,9.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,9,9,8,8,1,21.0,22.0,31.0,33.0,24.0,28.0,27.0,26.5,29.5,0.0,0.0,0.08502024291497975,3.0,0.08527131782945736,2.0,0.09748427672955975,3.0,0.11224489795918367,2.0,0.1188118811881188,4.0,0.13592233009708737,3.0,0.16875,3.0,0.18928571428571428,4.0,0.2027491408934708,2.0,0.0,0.0,0.0,0.0
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.5,7.0,7.0,6.5,8.0,8.0,8.0,8.0,9.0,8.5,8.5,0.0,8.0,8.0,8.0,0.0,9.0,8.5,8.5,0.0,9.5,9.5,9.5,0.0,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,9,9,6,6,1,18.0,21.0,28.0,32.0,26.0,24.0,26.0,28.5,28.5,0.0,0.0,0.0728744939271255,6.0,0.08139534883720931,3.0,0.0880503144654088,6.0,0.10884353741496598,3.0,0.12871287128712872,2.0,0.11650485436893204,4.0,0.1625,4.0,0.20357142857142857,2.0,0.1958762886597938,3.0,0.0,0.0,0.0,0.0
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,6.0,6.0,6.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,2,0,,0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728744939271255,6.0,0.06589147286821706,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,6.0,6.0,6.0,0.0,7.0,6.0,7.0,0.0,7.5,7.5,8.0,7.5,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,4,0,,0,18.0,20.0,30.5,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728744939271255,6.0,0.07751937984496124,4.0,0.0959119496855346,4.0,0.10884353741496598,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,7.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.5,7.5,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,5,0,,0,19.0,21.0,28.0,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,5.0,0.08139534883720931,3.0,0.0880503144654088,6.0,0.10884353741496598,3.0,0.1188118811881188,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,7.0,6.0,6.0,0.0,6.0,6.0,7.0,0.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,0.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,6,0,,0,19.0,19.0,31.0,32.0,25.5,31.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,5.0,0.07364341085271318,5.0,0.09748427672955975,3.0,0.10884353741496598,3.0,0.12623762376237624,3.0,0.15048543689320387,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,7.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,9.0,9.0,8.5,8.5,9.0,9.0,9.0,9.0,8.5,8.5,9.0,0.0,11.0,10.0,11.0,0.0,9.0,9.5,9.0,0.0,9.5,10.0,9.5,0.0,9.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,9,9,0,,0,21.0,22.0,35.0,36.0,26.0,32.0,27.5,29.0,29.5,0.0,0.0,0.08502024291497975,3.0,0.08527131782945736,2.0,0.11006289308176101,1.0,0.12244897959183673,1.0,0.12871287128712872,2.0,0.1553398058252427,1.0,0.171875,2.0,0.20714285714285716,1.0,0.2027491408934708,2.0,0.0,0.0,0.0,0.0
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,4.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,2,1,1,1,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054878048780487805,6.0,0.0539568345323741,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,6.0,6.0,0.0,0.0,7.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,9.5,9.5,9.0,9.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,8,5,"4,5",2,12.0,19.0,21.0,21.0,29.0,36.0,35.0,37.0,0.0,0.0,0.0,0.07317073170731707,4.0,0.0683453237410072,4.0,0.08171206225680934,4.0,0.0846774193548387,5.0,0.0926517571884984,6.0,0.10588235294117647,2.0,0.10542168674698796,5.0,0.12271973466003316,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,6.0,6.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,10.0,9.0,9.0,9.0,9.0,9.0,9.5,9.5,9.5,0.0,9.6666,9.6666,9.6666,0.0,1,0,1,11,11,9,"7,9",2,12.0,21.0,21.0,24.0,30.0,36.0,32.0,37.5,36.0,28.5,28.9998,0.07317073170731707,4.0,0.07553956834532374,2.0,0.08171206225680934,4.0,0.0967741935483871,2.0,0.09584664536741214,5.0,0.10588235294117647,2.0,0.0963855421686747,7.0,0.12437810945273632,5.0,0.13333333333333333,4.0,0.16569767441860464,3.0,0.19638752808699622,4.0
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,5.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,2,0,,0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06097560975609756,5.0,0.06474820143884892,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,5.0,5.0,0.0,0.0,8.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.5,10.0,9.5,9.5,10.5,9.5,9.5,9.5,9.5,9.5,0.0,9.6666,10.0,10.0,0.0,1,1,1,11,11,0,,0,10.0,22.0,24.0,24.0,32.0,39.0,38.0,39.0,39.0,28.5,29.666600000000003,0.06097560975609756,5.0,0.07913669064748201,1.0,0.0933852140077821,1.0,0.0967741935483871,2.0,0.10223642172523961,4.0,0.11470588235294117,1.0,0.1144578313253012,4.0,0.12935323383084577,2.0,0.14444444444444443,3.0,0.16569767441860464,3.0,0.20090311797825097,2.0
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,5.0,4.0,0.0,0.0,6.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.25,7.25,7.25,7.25,8.0,8.5,9.5,8.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,9,8,"1,2,3,4,5,6,7,8",8,9.0,16.0,18.0,18.0,24.0,27.0,29.0,34.0,29.0,0.0,0.0,0.054878048780487805,6.0,0.05755395683453238,6.0,0.07003891050583658,6.0,0.07258064516129033,6.0,0.07667731629392971,7.0,0.07941176470588235,6.0,0.08734939759036145,8.0,0.11276948590381426,7.0,0.10740740740740741,5.0,0.0,0.0,0.0,0.0
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,8.0,7.0,0.0,0.0,8.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,7.0,7.0,8.0,0.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.75,9.75,9.75,10.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,0.0,9.6666,10.0,10.0,0.0,0,1,1,11,11,0,,0,15.0,22.0,22.0,22.0,35.0,36.0,41.0,38.0,42.0,29.5,29.666600000000003,0.09146341463414634,1.0,0.07913669064748201,1.0,0.08560311284046693,3.0,0.08870967741935484,4.0,0.11182108626198083,2.0,0.10588235294117647,2.0,0.12349397590361445,3.0,0.12603648424543948,4.0,0.15555555555555556,1.0,0.17151162790697674,1.0,0.20090311797825097,2.0
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,7.0,7.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,8.0,7.0,0.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,4,0,,0,14.0,21.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08536585365853659,2.0,0.07553956834532374,2.0,0.08560311284046693,3.0,0.09274193548387097,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,7.0,6.0,0.0,0.0,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,3,0,,0,13.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07926829268292683,3.0,0.07553956834532374,2.0,0.07003891050583658,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,5.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,8.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,6,4,"2,4",2,10.0,18.0,22.0,21.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,0.06097560975609756,5.0,0.06474820143884892,5.0,0.08560311284046693,3.0,0.0846774193548387,5.0,0.09584664536741214,5.0,0.08235294117647059,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,7.0,6.0,0.0,0.0,7.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,11.0,11.0,10.0,11.0,9.5,10.0,9.5,9.5,10.0,10.0,10.0,10.0,9.5,10.0,9.5,0.0,10.0,10.0,10.0,0.0,1,1,1,11,11,0,,0,13.0,21.0,23.0,24.0,35.0,35.0,43.0,38.5,40.0,29.0,30.0,0.07926829268292683,3.0,0.07553956834532374,2.0,0.08949416342412451,2.0,0.0967741935483871,2.0,0.11182108626198083,2.0,0.10294117647058823,3.0,0.12951807228915663,1.0,0.12769485903814262,3.0,0.14814814814814814,2.0,0.1686046511627907,2.0,0.2031609129238783,1.0
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,6.0,6.0,0.0,0.0,8.0,7.0,7.0,0.0,7.0,6.0,6.0,0.0,7.0,8.0,8.0,0.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,7,5,"3,5",2,12.0,22.0,19.0,23.0,29.0,32.0,34.0,0.0,0.0,0.0,0.0,0.07317073170731707,4.0,0.07913669064748201,1.0,0.07392996108949416,5.0,0.09274193548387097,3.0,0.0926517571884984,6.0,0.09411764705882353,4.0,0.10240963855421686,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,7.0,8.0,0.0,0.0,7.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,8.0,0.0,9.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.25,10.25,10.25,11.25,9.5,10.0,10.0,10.0,10.5,10.5,10.5,10.5,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0,0,11,10,0,,0,15.0,22.0,24.0,25.0,33.0,39.0,42.0,39.5,42.0,29.0,0.0,0.09146341463414634,1.0,0.07913669064748201,1.0,0.0933852140077821,1.0,0.10080645161290322,1.0,0.10543130990415335,3.0,0.11470588235294117,1.0,0.12650602409638553,2.0,0.1310116086235489,1.0,0.15555555555555556,1.0,0.1686046511627907,2.0,0.0,0.0
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,5.0,5.0,0.0,0.0,7.0,6.0,7.0,0.0,7.0,8.0,8.0,0.0,7.0,8.0,8.0,0.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.75,9.75,8.75,9.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,9.0,9.0,9.5,0.0,9.6666,9.6666,10.0,0.0,1,0,1,11,11,10,10,1,10.0,20.0,23.0,23.0,36.0,32.0,38.0,38.0,42.0,27.5,29.3332,0.06097560975609756,5.0,0.07194244604316546,3.0,0.08949416342412451,2.0,0.09274193548387097,3.0,0.11501597444089456,1.0,0.09411764705882353,4.0,0.1144578313253012,4.0,0.12603648424543948,4.0,0.15555555555555556,1.0,0.15988372093023256,4.0,0.19864532303262358,3.0
