contestant_id,season_idx,season,weeks_participated,placement,celebrity_name,week_str,judge_score,week_idx,obs_id,implied_audience_score,audience_lower_95,audience_upper_95,implied_total_score
224,18,21,11,3,5,week9_score_sum,-0.925945135,8,1494,48.87229805,5.688449098,210.759733,47.09898129
227,18,21,9,5,265,week9_score_sum,-1.409046944,8,1495,7.340632998,0.032885825,28.26631514,4.642107509
228,18,21,11,2,212,week9_score_sum,0.040258484,8,1496,45.64170385,3.567539235,199.4247157,45.71880458
230,18,21,11,1,30,week9_score_sum,1.248013007,8,1497,42.4928848,1.665786422,188.5482543,44.88300738
222,18,21,11,4,41,week10_score_sum,0.962250449,9,1498,30.4396028,0.130957179,159.7997984,32.28244939
224,18,21,11,3,5,week10_score_sum,-0.577350269,9,1499,30.80547277,0.143065385,159.759171,29.69976481
228,18,21,11,2,212,week10_score_sum,-1.347150628,9,1500,30.40136707,0.146702549,156.8705178,27.82138184
230,18,21,11,1,30,week10_score_sum,0.962250449,9,1501,30.30344315,0.112771497,160.1351779,32.14628975
222,18,21,11,4,41,week11_score_sum,0.577350269,10,1502,29.22820792,0.123680035,148.7567141,30.33391588
224,18,21,11,3,5,week11_score_sum,-1.732050808,10,1503,30.31476447,0.147038265,156.8210597,26.9976406
228,18,21,11,2,212,week11_score_sum,0.577350269,10,1504,29.10810677,0.138528065,156.3540833,30.21381473
230,18,21,11,1,30,week11_score_sum,0.577350269,10,1505,29.84420141,0.120286119,158.1176647,30.94990937
233,19,22,3,11,200,week1_score_sum,-1.184620785,0,1506,54.70801779,0.21481014,289.0333093,52.43930034
234,19,22,7,8,151,week1_score_sum,0.078974719,0,1507,54.47972666,0.269098342,278.3286906,54.63097449
235,19,22,8,6,130,week1_score_sum,0.078974719,0,1508,53.21265029,0.251659762,281.2437736,53.36389812
236,19,22,6,9,80,week1_score_sum,-1.500519661,0,1509,57.93862233,0.221721266,307.8803308,55.06491356
237,19,22,7,7,285,week1_score_sum,0.394873595,0,1510,53.17831265,0.261678672,285.00161,53.9345518
238,19,22,9,5,15,week1_score_sum,0.394873595,0,1511,57.42285078,0.240950881,295.8190717,58.17908993
239,19,22,10,2,223,week1_score_sum,0.394873595,0,1512,61.95641783,0.218029648,329.3786878,62.71265698
240,19,22,2,12,96,week1_score_sum,-2.132317412,0,1513,54.35740924,0.249245751,280.0616855,50.27371784
241,19,22,10,1,222,week1_score_sum,1.026671347,0,1514,60.85031416,0.299271027,323.0756753,62.81653594
242,19,22,10,3,98,week1_score_sum,1.026671347,0,1515,63.2511731,0.297335082,328.1500587,65.21739488
243,19,22,9,4,286,week1_score_sum,1.026671347,0,1516,57.14454037,0.219614309,302.4227251,59.11076215
244,19,22,4,10,181,week1_score_sum,0.394873595,0,1517,53.31124909,0.253701193,283.5083859,54.06748824
233,19,22,3,11,200,week2_score_sum,-1.550776572,1,1518,53.13395792,0.762830448,271.7952587,50.16400002
234,19,22,7,8,151,week2_score_sum,-0.22153951,1,1519,50.11702624,0.448774572,255.0620045,49.69274654
235,19,22,8,6,130,week2_score_sum,0.44307902,1,1520,50.6404433,0.349049518,262.0725753,51.4890027
236,19,22,6,9,80,week2_score_sum,0.110769755,1,1521,50.04795934,0.430610566,265.5251534,50.26009919
237,19,22,7,7,285,week2_score_sum,0.110769755,1,1522,50.31803395,0.436302637,265.0153305,50.5301738
238,19,22,9,5,15,week2_score_sum,-0.22153951,1,1523,54.21092857,0.457881914,278.2134203,53.78664887
239,19,22,10,2,223,week2_score_sum,1.440006817,1,1524,55.64094541,0.314185344,287.4243649,58.39876347
240,19,22,2,12,96,week2_score_sum,-2.215395102,1,1525,3.605862598,0.01510772,13.11296361,-0.636934406
241,19,22,10,1,222,week2_score_sum,0.110769755,1,1526,57.66021573,0.466944174,297.6774877,57.87235558
242,19,22,10,3,98,week2_score_sum,0.44307902,1,1527,58.08160612,0.435335955,299.0719938,58.93016552
243,19,22,9,4,286,week2_score_sum,1.440006817,1,1528,50.06840539,0.308200991,253.9077098,52.82622344
244,19,22,4,10,181,week2_score_sum,0.110769755,1,1529,49.34302616,0.298450019,267.7770952,49.55516601
233,19,22,3,11,200,week3_score_sum,-1.798935856,2,1530,3.416453085,0.012839289,12.52357776,-0.028765176
234,19,22,7,8,151,week3_score_sum,0.230632802,2,1531,45.81015274,0.387095121,232.8481439,46.25184739
235,19,22,8,6,130,week3_score_sum,0.738024966,2,1532,47.52993348,0.345876848,235.4859371,48.94335635
236,19,22,6,9,80,week3_score_sum,-0.784151527,2,1533,47.49215639,0.602202527,243.5292843,45.99039459
237,19,22,7,7,285,week3_score_sum,-0.784151527,2,1534,49.15601401,0.488790497,255.506445,47.65425221
238,19,22,9,5,15,week3_score_sum,-0.784151527,2,1535,49.78980093,0.574716411,243.3050169,48.28803912
239,19,22,10,2,223,week3_score_sum,0.738024966,2,1536,52.97685862,0.281437767,266.9043459,54.39028149
241,19,22,10,1,222,week3_score_sum,1.752809295,2,1537,50.2781388,0.38477207,258.6698604,53.63501813
242,19,22,10,3,98,week3_score_sum,-0.276759362,2,1538,51.67708123,0.619804671,268.7296373,51.14704765
243,19,22,9,4,286,week3_score_sum,1.245417131,2,1539,46.79752227,0.267792236,235.2315784,49.18267337
244,19,22,4,10,181,week3_score_sum,-0.276759362,2,1540,46.86303876,0.480194494,229.0098204,46.33300518
234,19,22,7,8,151,week4_score_sum,0.025086383,3,1541,44.17049261,0.563420283,212.5743988,44.21853661
235,19,22,8,6,130,week4_score_sum,-1.229232775,3,1542,47.06956378,1.011731586,225.8432136,44.71540802
236,19,22,6,9,80,week4_score_sum,-1.98182427,3,1543,47.6362582,1.961965933,231.074717,43.84078259
237,19,22,7,7,285,week4_score_sum,0.025086383,3,1544,42.50556653,0.513031893,213.7879789,42.55361052
238,19,22,9,5,15,week4_score_sum,0.777677878,3,1545,45.62339608,0.332183069,226.7271147,47.11275993
239,19,22,10,2,223,week4_score_sum,1.02854171,3,1546,48.92186887,0.345187943,244.7850787,50.89167267
241,19,22,10,1,222,week4_score_sum,0.526814047,3,1547,47.93845602,0.481697503,237.1722164,48.94737991
242,19,22,10,3,98,week4_score_sum,1.02854171,3,1548,46.8144713,0.409473501,232.5831427,48.78427509
243,19,22,9,4,286,week4_score_sum,0.777677878,3,1549,43.25577891,0.423999448,215.8672071,44.74514276
244,19,22,4,10,181,week4_score_sum,-0.978368944,3,1550,3.206340655,0.008264816,12.44360917,1.332624847
234,19,22,7,8,151,week5_score_sum,-0.8,4,1551,37.37853502,0.197827232,189.6297959,35.84642113
235,19,22,8,6,130,week5_score_sum,1.3,4,1552,38.61230267,0.165256695,191.8639972,41.10198774
236,19,22,6,9,80,week5_score_sum,-0.8,4,1553,36.60901386,0.200590465,190.0963006,35.07689997
237,19,22,7,7,285,week5_score_sum,-0.5,4,1554,36.70962519,0.245323057,182.9814597,35.75205401
238,19,22,9,5,15,week5_score_sum,-1.4,4,1555,39.25603714,0.19651594,197.7283303,36.57483783
239,19,22,10,2,223,week5_score_sum,0.1,4,1556,40.77288027,0.21622589,210.3559121,40.96439451
241,19,22,10,1,222,week5_score_sum,1.9,4,1557,41.37013885,0.164758412,206.7586284,45.00890933
242,19,22,10,3,98,week5_score_sum,0.4,4,1558,40.82262562,0.183152823,212.822752,41.58868256
243,19,22,9,4,286,week5_score_sum,-0.2,4,1559,37.73097395,0.191420627,186.9475874,37.34794547
234,19,22,7,8,151,week6_score_sum,-0.531705069,5,1560,38.06358184,0.354317828,183.9554309,37.04529094
235,19,22,8,6,130,week6_score_sum,-0.096673649,5,1561,37.00840318,0.378916766,183.7422207,36.82325938
236,19,22,6,9,80,week6_score_sum,-1.836799329,5,1562,3.599498501,0.012197013,13.26897389,0.081766299
237,19,22,7,7,285,week6_score_sum,-0.531705069,5,1563,38.02399052,0.459669352,181.9640919,37.00569962
238,19,22,9,5,15,week6_score_sum,0.773389191,5,1564,37.5007648,0.298217654,186.6386459,38.9819152
239,19,22,10,2,223,week6_score_sum,1.208420611,5,1565,39.46419487,0.262189513,201.4585432,41.77849237
241,19,22,10,1,222,week6_score_sum,-0.096673649,5,1566,41.2524262,0.45799979,201.571444,41.0672824
242,19,22,10,3,98,week6_score_sum,-0.531705069,5,1567,41.78279316,0.473219353,209.904029,40.76450226
243,19,22,9,4,286,week6_score_sum,1.643452031,5,1568,36.63601464,0.232615014,183.3721554,39.78345924
234,19,22,7,8,151,week7_score_sum,-0.832050294,6,1569,4.86905106,0.017229911,18.41613724,3.275556296
235,19,22,8,6,130,week7_score_sum,-1.386750491,6,1570,45.03486388,4.147373342,198.6651902,42.37903927
237,19,22,7,7,285,week7_score_sum,-0.832050294,6,1571,4.825887401,0.015285151,18.42345292,3.232392637
238,19,22,9,5,15,week7_score_sum,-0.832050294,6,1572,45.00936071,3.044761562,197.0540524,43.41586595
239,19,22,10,2,223,week7_score_sum,0.832050294,6,1573,43.46522404,0.961804522,199.7286019,45.0587188
241,19,22,10,1,222,week7_score_sum,1.386750491,6,1574,41.62841765,0.761738275,201.1341203,44.28424226
242,19,22,10,3,98,week7_score_sum,0.832050294,6,1575,43.92304416,0.956646109,200.0030131,45.51653892
243,19,22,9,4,286,week7_score_sum,0.832050294,6,1576,40.61313204,0.755262785,187.0447907,42.20662681
235,19,22,8,6,130,week8_score_sum,1.034792955,7,1577,4.01043404,0.015056162,17.17661086,5.992209862
238,19,22,9,5,15,week8_score_sum,-0.658504608,7,1578,42.44817052,2.80841876,187.6226096,41.18704045
239,19,22,10,2,223,week8_score_sum,-0.094072087,7,1579,42.73254476,2.040428834,192.7675323,42.55238332
241,19,22,10,1,222,week8_score_sum,0.470360434,7,1580,42.47504434,1.357188327,201.5809583,43.37585154
242,19,22,10,3,98,week8_score_sum,1.034792955,7,1581,41.17544303,0.863352436,198.0337563,43.15721885
243,19,22,9,4,286,week8_score_sum,-1.78736965,7,1582,44.60345021,4.591937728,191.2298958,41.18038288
238,19,22,9,5,15,week9_score_sum,-1.293993278,8,1583,8.773400339,0.042401644,34.89824668,6.295218999
239,19,22,10,2,223,week9_score_sum,0.862662186,8,1584,47.1863615,2.597468435,217.4045231,48.8384824
241,19,22,10,1,222,week9_score_sum,-0.215665546,8,1585,49.99159866,4.563863767,221.749332,49.57856844
242,19,22,10,3,98,week9_score_sum,-0.754829412,8,1586,51.33898334,6.2236148,216.5952572,49.89337756
243,19,22,9,4,286,week9_score_sum,1.401826052,8,1587,7.213509878,0.020390549,31.82409161,9.898206331
239,19,22,10,2,223,week10_score_sum,1.224806101,9,1588,30.58101798,0.124127717,161.050806,32.92669602
241,19,22,10,1,222,week10_score_sum,-0.000122468,9,1589,30.8643526,0.137738444,163.2084591,30.86411806
242,19,22,10,3,98,week10_score_sum,-1.224683633,9,1590,31.44294013,0.124426512,168.2920596,29.09749662
245,20,23,2,13,115,week1_score_sum,-1.091169971,0,1591,57.54917851,0.2234482,304.7826378,55.45943268
246,20,23,7,8,185,week1_score_sum,-1.091169971,0,1592,55.24842526,0.250573535,297.3641189,53.15867943
247,20,23,9,6,175,week1_score_sum,0.520785668,0,1593,56.5004072,0.235287177,310.1477919,57.49778589
248,20,23,8,7,245,week1_score_sum,-0.446387716,0,1594,59.44243715,0.276207339,301.2818993,58.58754112
249,20,23,11,3,38,week1_score_sum,0.19839454,0,1595,62.95535597,0.307676601,320.504901,63.33530975
250,20,23,11,1,161,week1_score_sum,1.81035018,0,1596,59.64831807,0.318704021,315.7946638,63.11539639
251,20,23,6,9,11,week1_score_sum,-0.446387716,0,1597,55.94421967,0.285163084,296.1428217,55.08932364
252,20,23,3,12,236,week1_score_sum,-1.735952227,0,1598,55.36518086,0.277435802,288.4187391,52.04058521
253,20,23,11,2,117,week1_score_sum,1.81035018,0,1599,60.58431654,0.284115592,329.5795587,64.05139486
254,20,23,4,11,21,week1_score_sum,0.19839454,0,1600,56.54013164,0.266397427,302.1837866,56.92008543
255,20,23,4,10,280,week1_score_sum,-0.123996588,0,1601,52.62385023,0.197411412,287.8515967,52.38637911
256,20,23,11,4,120,week1_score_sum,0.520785668,0,1602,62.13165295,0.317662604,333.7552938,63.12903164
257,20,23,10,5,268,week1_score_sum,-0.123996588,0,1603,56.74543964,0.286919995,319.6785388,56.50796853
245,20,23,2,13,115,week2_score_sum,-1.043991502,1,1604,2.86319713,0.00796813,11.34570175,0.863804781
246,20,23,7,8,185,week2_score_sum,-0.365397026,1,1605,53.08584771,0.666366646,274.5679809,52.38606039
247,20,23,9,6,175,week2_score_sum,-0.026099788,1,1606,54.40248208,0.56241919,276.9687054,54.35249727
248,20,23,8,7,245,week2_score_sum,-1.043991502,1,1607,54.87339101,0.855399691,272.2723385,52.87399866
249,20,23,11,3,38,week2_score_sum,0.313197451,1,1608,59.13301098,0.460252605,310.2681218,59.73282868
250,20,23,11,1,161,week2_score_sum,1.670386403,1,1609,54.57031702,0.257322361,286.8179036,57.76934478
251,20,23,6,9,11,week2_score_sum,-1.043991502,1,1610,55.47707157,1.205009534,279.8946877,53.47767922
252,20,23,3,12,236,week2_score_sum,-1.722585978,1,1611,55.53813467,1.715523581,262.637721,52.23913729
253,20,23,11,2,117,week2_score_sum,0.652494689,1,1612,57.833469,0.475128031,299.2587677,59.08308922
254,20,23,4,11,21,week2_score_sum,0.991791927,1,1613,51.18313366,0.364084546,263.1989804,53.0825564
255,20,23,4,10,280,week2_score_sum,-0.365397026,1,1614,53.04487503,0.523656599,276.0969907,52.34508771
256,20,23,11,4,120,week2_score_sum,0.652494689,1,1615,57.3534009,0.492004072,301.9705639,58.60302112
257,20,23,10,5,268,week2_score_sum,1.331089165,1,1616,53.60549664,0.31667815,274.493574,56.15472189
246,20,23,7,8,185,week3_score_sum,0.316097174,2,1617,47.1268059,0.521106359,238.2996116,47.73217699
247,20,23,9,6,175,week3_score_sum,0.316097174,2,1618,49.40210675,0.40863831,256.5956277,50.00747783
248,20,23,8,7,245,week3_score_sum,-0.718402669,2,1619,50.61938867,0.723961788,251.4524782,49.24354528
249,20,23,11,3,38,week3_score_sum,1.695430299,2,1620,51.16899143,0.370492192,277.9043205,54.41598182
250,20,23,11,1,161,week3_score_sum,1.350597018,2,1621,49.68426921,0.326642782,249.8833942,52.27085477
251,20,23,6,9,11,week3_score_sum,-0.718402669,2,1622,49.38309959,0.682931351,248.3760339,48.00725621
252,20,23,3,12,236,week3_score_sum,-1.408069231,2,1623,3.093099304,0.011240226,11.80065075,0.396446274
253,20,23,11,2,117,week3_score_sum,0.660930455,2,1624,52.262067,0.349120584,273.0483515,53.52784291
254,20,23,4,11,21,week3_score_sum,-0.718402669,2,1625,46.7819912,0.688504012,229.7358718,45.40614782
255,20,23,4,10,280,week3_score_sum,-1.408069231,2,1626,49.44494663,0.955718875,250.2058107,46.7482936
256,20,23,11,4,120,week3_score_sum,-0.373569388,2,1627,53.98984703,0.5393459,269.9905354,53.27440847
257,20,23,10,5,268,week3_score_sum,1.005763736,2,1628,48.52033694,0.321796789,254.7378025,50.44651768
246,20,23,7,8,185,week4_score_sum,0.088619429,3,1629,47.9935576,1.527268858,227.7455305,48.16327642
247,20,23,9,6,175,week4_score_sum,-0.886194287,3,1630,52.93700319,3.210420227,246.8569315,51.23981497
248,20,23,8,7,245,week4_score_sum,-0.561256382,3,1631,51.53266885,2.206019013,244.6009641,50.45778298
249,20,23,11,3,38,week4_score_sum,-0.236318477,3,1632,52.92510778,1.909013847,248.9645639,52.47252425
250,20,23,11,1,161,week4_score_sum,2.03824686,3,1633,48.91260519,0.530741303,237.5649847,52.81613809
251,20,23,6,9,11,week4_score_sum,0.088619429,3,1634,49.45461861,1.443877126,236.3682536,49.62433744
253,20,23,11,2,117,week4_score_sum,1.388371049,3,1635,49.6188006,0.579200813,243.7228838,52.2777288
254,20,23,4,11,21,week4_score_sum,-1.861008002,3,1636,4.815078147,0.02439213,16.70473721,1.25098289
255,20,23,4,10,280,week4_score_sum,-0.236318477,3,1637,3.774272789,0.011328111,14.68518043,3.321689264
256,20,23,11,4,120,week4_score_sum,-0.236318477,3,1638,54.65931117,2.077940031,260.0402084,54.20672764
257,20,23,10,5,268,week4_score_sum,0.413557334,3,1639,49.14317702,1.48326668,244.3899411,49.93519819
246,20,23,7,8,185,week5_score_sum,-0.911322377,4,1640,38.15341224,0.163794244,199.4473689,36.40810015
247,20,23,9,6,175,week5_score_sum,0.846227921,4,1641,39.0934317,0.168204448,196.0415439,40.71407864
248,20,23,8,7,245,week5_score_sum,-0.911322377,4,1642,38.83200376,0.226580147,196.821243,37.08669167
249,20,23,11,3,38,week5_score_sum,-0.911322377,4,1643,43.5806002,0.185685806,222.4103561,41.83528811
250,20,23,11,1,161,week5_score_sum,-0.325472277,4,1644,40.49884433,0.222805166,201.919827,39.87551859
251,20,23,6,9,11,week5_score_sum,-0.911322377,4,1645,38.5450412,0.152516765,193.1573868,36.79972911
253,20,23,11,2,117,week5_score_sum,2.01792812,4,1646,41.09804857,0.220844231,204.5399073,44.96266819
256,20,23,11,4,120,week5_score_sum,0.260377822,4,1647,42.32460004,0.191504695,208.5633948,42.82326063
257,20,23,10,5,268,week5_score_sum,0.846227921,4,1648,40.68187633,0.196234683,203.9215531,42.30252327
246,20,23,7,8,185,week6_score_sum,-0.715084921,5,1649,40.5426039,0.552695781,199.2951892,39.17311447
247,20,23,9,6,175,week6_score_sum,0.027503266,5,1650,38.60405034,0.402775082,189.285207,38.65672301
248,20,23,8,7,245,week6_score_sum,-0.962614317,5,1651,40.47774217,0.577152812,189.6967582,38.63419871
249,20,23,11,3,38,week6_score_sum,0.770091454,5,1652,41.57189088,0.264953161,202.8092569,43.04672565
250,20,23,11,1,161,week6_score_sum,0.770091454,5,1653,40.27575888,0.3205704,201.7721974,41.75059364
251,20,23,6,9,11,week6_score_sum,-1.457673109,5,1654,3.440270507,0.014818482,12.97931625,0.648618989
253,20,23,11,2,117,week6_score_sum,1.01762085,5,1655,40.44722196,0.309094582,205.9397103,42.39611076
256,20,23,11,4,120,week6_score_sum,1.512679641,5,1656,39.11110508,0.230446899,201.3408604,42.00810193
257,20,23,10,5,268,week6_score_sum,-0.962614317,5,1657,41.86255549,0.59893123,196.8353633,40.01901204
246,20,23,7,8,185,week7_score_sum,-0.843788164,6,1658,3.49870838,0.012483586,13.76592714,1.882733924
247,20,23,9,6,175,week7_score_sum,-1.430771235,6,1659,40.31077381,1.302507331,185.350204,37.57064321
248,20,23,8,7,245,week7_score_sum,-0.843788164,6,1660,39.64242216,0.878733751,190.4622996,38.0264477
249,20,23,11,3,38,week7_score_sum,1.504144118,6,1661,37.96670368,0.36309437,181.5287824,40.84735379
250,20,23,11,1,161,week7_score_sum,0.036686442,6,1662,38.15687905,0.547370791,179.7991298,38.22713881
253,20,23,11,2,117,week7_score_sum,1.504144118,6,1663,38.10490284,0.297468969,185.7681881,40.98555296
256,20,23,11,4,120,week7_score_sum,0.036686442,6,1664,40.11908596,0.547341826,192.9684482,40.18934572
257,20,23,10,5,268,week7_score_sum,0.036686442,6,1665,38.03866765,0.594403249,185.6673079,38.10892741
247,20,23,9,6,175,week8_score_sum,-1.360834691,7,1666,39.57827589,1.301015319,179.5120211,36.97208373
248,20,23,8,7,245,week8_score_sum,-0.646392906,7,1667,3.665712954,0.012912346,14.58721738,2.427778519
249,20,23,11,3,38,week8_score_sum,0.306196141,7,1668,38.48475503,0.521903292,180.7195323,39.07116423
250,20,23,11,1,161,week8_score_sum,1.020637926,7,1669,36.80647856,0.388196394,179.9107812,38.76114549
253,20,23,11,2,117,week8_score_sum,1.496884819,7,1670,36.87192425,0.343291675,179.8594334,39.73867177
256,20,23,11,4,120,week8_score_sum,0.306196141,7,1671,39.41886851,0.474453836,192.136321,40.00527771
257,20,23,10,5,268,week8_score_sum,-1.122687429,7,1672,39.01983043,1.308225866,179.5495699,36.86972418
247,20,23,9,6,175,week9_score_sum,-1.094540909,8,1673,4.167314466,0.011905382,16.61359927,2.071112806
249,20,23,11,3,38,week9_score_sum,-0.497518595,8,1674,38.41681062,0.407441516,190.2040412,37.46399168
250,20,23,11,1,161,week9_score_sum,1.293548347,8,1675,35.04189788,0.237529054,174.4644406,37.51922712
253,20,23,11,2,117,week9_score_sum,-1.094540909,8,1676,38.26444097,0.739554062,174.8390965,36.16823931
256,20,23,11,4,120,week9_score_sum,1.293548347,8,1677,35.39110559,0.263519913,173.6377123,37.86843482
257,20,23,10,5,268,week9_score_sum,0.099503719,8,1678,34.58989803,0.37557717,161.177302,34.78046182
249,20,23,11,3,38,week10_score_sum,-1.737198072,9,1679,45.63228276,4.062457427,198.4603313,42.30530115
250,20,23,11,1,161,week10_score_sum,0.935414347,9,1680,38.36895593,0.708301043,182.7988718,40.16040757
253,20,23,11,2,117,week10_score_sum,0.267261242,9,1681,39.36373951,1.328943715,193.1606447,39.87558284
256,20,23,11,4,120,week10_score_sum,-0.400891863,9,1682,41.68944132,1.782797215,190.6855192,40.92167633
257,20,23,10,5,268,week10_score_sum,0.935414347,9,1683,4.563326991,0.012040023,20.35498976,6.354778631
249,20,23,11,3,38,week11_score_sum,0.192983062,10,1684,30.9647923,0.120204476,157.4969912,31.33438234
250,20,23,11,1,161,week11_score_sum,0.854913474,10,1685,29.33914405,0.116817512,149.3770496,30.97642506
253,20,23,11,2,117,week11_score_sum,0.634247941,10,1686,30.29986521,0.130521903,153.8161022,31.51454031
256,20,23,11,4,120,week11_score_sum,-1.682144476,10,1687,30.45939288,0.131754904,158.7925201,27.23784674
258,21,24,3,11,47,week1_score_sum,-0.948304052,0,1688,55.12445345,0.280426326,294.3410065,53.30831619
259,21,24,4,10,204,week1_score_sum,-1.175897025,0,1689,58.41516728,0.263845588,311.8010732,56.16315708
260,21,24,6,8,103,week1_score_sum,0.644846756,0,1690,58.48781197,0.23157012,301.7721456,59.72278531
261,21,24,7,7,207,week1_score_sum,0.644846756,0,1691,54.23147664,0.236066693,292.2569742,55.46644998
262,21,24,8,5,32,week1_score_sum,-0.72071108,0,1692,58.87684076,0.284822068,323.7682166,57.49657644
263,21,24,9,4,258,week1_score_sum,1.555218646,0,1693,59.32051712,0.228790323,301.8255529,62.29898223
264,21,24,10,2,70,week1_score_sum,0.644846756,0,1694,66.40383597,0.278078889,358.5690846,67.63880931
265,21,24,10,1,233,week1_score_sum,1.327625673,0,1695,62.32838242,0.23712098,326.4217628,64.87097458
266,21,24,2,12,51,week1_score_sum,-1.858675942,0,1696,55.170821,0.278519073,295.6630995,51.61119197
267,21,24,5,9,87,week1_score_sum,-0.265525135,0,1697,54.63262814,0.241454691,304.4408679,54.1241097
268,21,24,10,3,221,week1_score_sum,0.417253783,0,1698,62.01254778,0.304545332,314.128509,62.81164818
269,21,24,7,6,214,week1_score_sum,-0.265525135,0,1699,60.05736141,0.254275017,319.2037826,59.54884298
258,21,24,3,11,47,week2_score_sum,-0.729800449,1,1700,52.59781867,0.707303803,258.1100138,51.20014691
259,21,24,4,10,204,week2_score_sum,-1.668115312,1,1701,54.15784155,1.025906172,280.3520024,50.96316325
260,21,24,6,8,103,week2_score_sum,0.834057656,1,1702,53.16873202,0.437743157,274.3405154,54.76607117
261,21,24,7,7,207,week2_score_sum,0.208514414,1,1703,58.60424243,0.475867727,270.4542909,59.00357721
262,21,24,8,5,32,week2_score_sum,0.208514414,1,1704,57.16070697,0.381166145,292.7843562,57.56004176
263,21,24,9,4,258,week2_score_sum,0.521286035,1,1705,54.26226011,0.406526987,286.1494048,55.26059708
264,21,24,10,2,70,week2_score_sum,-0.104257207,1,1706,60.45741867,0.520253419,323.065065,60.25775128
265,21,24,10,1,233,week2_score_sum,1.459600898,1,1707,58.50801167,0.345630566,306.7553487,61.30335518
266,21,24,2,12,51,week2_score_sum,-1.668115312,1,1708,3.372055927,0.010610354,12.95525825,0.177377631
267,21,24,5,9,87,week2_score_sum,0.208514414,1,1709,53.26444953,0.365656224,295.2604262,53.66378432
268,21,24,10,3,221,week2_score_sum,1.459600898,1,1710,56.99919892,0.351095291,299.0530488,59.79454243
269,21,24,7,6,214,week2_score_sum,-0.729800449,1,1711,56.43811735,0.633620247,286.033366,55.04044559
258,21,24,3,11,47,week3_score_sum,-1.206108613,2,1712,3.290192028,0.011628432,12.74478518,0.980322333
259,21,24,4,10,204,week3_score_sum,-1.206108613,2,1713,51.15872846,1.017918988,246.8436671,48.84885876
260,21,24,6,8,103,week3_score_sum,1.135161048,2,1714,48.22459294,0.370491889,252.6587222,50.39858795
261,21,24,7,7,207,week3_score_sum,1.135161048,2,1715,48.41411898,0.336078861,248.1776777,50.58811399
262,21,24,8,5,32,week3_score_sum,-1.206108613,2,1716,54.11425739,1.073660611,260.4663079,51.80438769
263,21,24,9,4,258,week3_score_sum,0.875019974,2,1717,49.16903244,0.293978702,239.8897324,50.84482026
264,21,24,10,2,70,week3_score_sum,0.614878901,2,1718,56.38803081,0.563696255,290.9132985,57.56561144
265,21,24,10,1,233,week3_score_sum,-0.165544319,2,1719,54.37894997,0.578577925,270.1610669,54.06190903
267,21,24,5,9,87,week3_score_sum,-0.685826466,2,1720,49.46207334,0.894132202,247.7729072,48.14861802
268,21,24,10,3,221,week3_score_sum,1.395302121,2,1721,51.68263828,0.43084453,270.1159082,54.35484048
269,21,24,7,6,214,week3_score_sum,-0.685826466,2,1722,51.28230412,0.973985005,258.7938405,49.9688488
259,21,24,4,10,204,week4_score_sum,-1.481560241,3,1723,3.467554071,0.011850673,13.12424233,0.630155295
260,21,24,6,8,103,week4_score_sum,0.772987952,3,1724,44.02953958,0.360301866,223.5510496,45.50992155
261,21,24,7,7,207,week4_score_sum,0.128831325,3,1725,44.97735135,0.443250235,229.0507614,45.22408168
262,21,24,8,5,32,week4_score_sum,-0.193246988,3,1726,48.02984236,0.472630229,237.0457011,47.65974687
263,21,24,9,4,258,week4_score_sum,1.095066265,3,1727,43.97384693,0.360949192,223.6656386,46.07105472
264,21,24,10,2,70,week4_score_sum,-0.515325301,3,1728,51.68510094,0.84684064,255.8065052,50.69817962
265,21,24,10,1,233,week4_score_sum,2.061301204,3,1729,47.47355681,0.285703136,247.287531,51.42124207
267,21,24,5,9,87,week4_score_sum,-0.837403614,3,1730,45.49529179,0.674167086,228.3035482,43.89154466
268,21,24,10,3,221,week4_score_sum,-0.193246988,3,1731,49.43656576,0.675001823,245.7421998,49.06647027
269,21,24,7,6,214,week4_score_sum,-0.837403614,3,1732,48.14981224,0.735923923,228.4279803,46.54606511
260,21,24,6,8,103,week5_score_sum,0.068924552,4,1733,41.85259869,0.683444323,203.3740088,41.98459902
261,21,24,7,7,207,week5_score_sum,0.689245517,4,1734,42.09707477,0.373189189,213.8922335,43.41707806
262,21,24,8,5,32,week5_score_sum,-1.171717379,4,1735,47.72120964,1.444761583,223.6440634,45.47720405
263,21,24,9,4,258,week5_score_sum,1.309566482,4,1736,41.91270965,0.305713966,206.8087327,44.42071589
264,21,24,10,2,70,week5_score_sum,-1.481877861,4,1737,52.9726473,2.105759987,250.818079,50.13464024
265,21,24,10,1,233,week5_score_sum,-0.551396413,4,1738,49.53459932,1.035668152,232.1589412,48.47859669
267,21,24,5,9,87,week5_score_sum,-0.551396413,4,1739,3.296124986,0.009810074,13.29598927,2.240122358
268,21,24,10,3,221,week5_score_sum,1.619726964,4,1740,46.24058718,0.290309563,242.7856212,49.3425949
269,21,24,7,6,214,week5_score_sum,0.068924552,4,1741,44.43753836,0.503063178,224.563054,44.56953869
260,21,24,6,8,103,week6_score_sum,1.493103412,5,1742,3.230362976,0.008880935,13.61868218,6.089868568
261,21,24,7,7,207,week6_score_sum,-0.055300126,5,1743,44.63784814,2.312537964,205.1421871,44.53194053
262,21,24,8,5,32,week6_score_sum,-0.940102148,5,1744,49.25306011,3.740341582,226.399789,47.45263066
